id,from,to,from_frame,to_frame
381,1516,1544,41,42
382,1481,1516,40,41
383,1447,1481,39,40
384,1411,1447,38,39
385,1378,1411,37,38
386,1347,1378,36,37
387,1313,1347,35,36
388,1281,1313,34,35
389,1246,1281,33,34
390,1214,1246,32,33
391,1183,1214,31,32
392,1154,1183,30,31
393,1117,1154,29,30
394,1079,1117,28,29
395,1036,1079,27,28
396,992,1036,26,27
397,952,992,25,26
398,902,952,24,25
399,871,902,23,24
400,831,871,22,23
401,800,831,21,22
402,769,800,20,21
403,724,769,19,20
404,681,724,18,19
405,639,681,17,18
406,592,639,16,17
407,551,592,15,16
408,506,551,14,15
409,452,506,13,14
410,404,452,12,13
411,349,404,11,12
412,303,349,10,11
413,263,303,9,10
414,221,263,8,9
415,178,221,7,8
416,137,178,6,7
417,89,137,5,6
418,46,89,4,5
419,352,406,11,12
420,304,352,10,11
421,264,304,9,10
422,222,264,8,9
423,179,222,7,8
424,138,179,6,7
425,90,138,5,6
426,47,90,4,5
427,1035,1078,27,28
428,991,1035,26,27
429,954,991,25,26
430,904,954,24,25
431,873,904,23,24
432,834,873,22,23
433,803,834,21,22
434,772,803,20,21
435,727,772,19,20
436,683,727,18,19
437,641,683,17,18
438,595,641,16,17
439,555,595,15,16
440,511,555,14,15
441,454,511,13,14
442,407,454,12,13
443,353,407,11,12
444,307,353,10,11
445,266,307,9,10
446,224,266,8,9
447,181,224,7,8
448,139,181,6,7
449,92,139,5,6
450,50,92,4,5
451,185,228,8,9
452,144,185,7,8
453,96,144,6,7
454,54,96,5,6
455,396,444,12,13
456,345,396,11,12
457,300,345,10,11
458,262,300,9,10
459,220,262,8,9
460,177,220,7,8
461,136,177,6,7
462,88,136,5,6
463,326,379,11,12
464,279,326,10,11
465,237,279,9,10
466,196,237,8,9
467,153,196,7,8
468,107,153,6,7
469,485,533,14,15
470,430,485,13,14
471,378,430,12,13
472,329,378,11,12
473,288,329,10,11
474,243,288,9,10
475,199,243,8,9
476,159,199,7,8
477,114,159,6,7
478,870,901,23,24
479,830,870,22,23
480,799,830,21,22
481,768,799,20,21
482,723,768,19,20
483,679,723,18,19
484,637,679,17,18
485,591,637,16,17
486,549,591,15,16
487,504,549,14,15
488,450,504,13,14
489,403,450,12,13
490,351,403,11,12
491,305,351,10,11
492,265,305,9,10
493,223,265,8,9
494,180,223,7,8
495,140,180,6,7
496,812,849,22,23
497,780,812,21,22
498,734,780,20,21
499,694,734,19,20
500,655,694,18,19
501,614,655,17,18
502,567,614,16,17
503,525,567,15,16
504,477,525,14,15
505,426,477,13,14
506,359,426,12,13
507,313,359,11,12
508,272,313,10,11
509,232,272,9,10
510,189,232,8,9
511,145,189,7,8
512,375,427,12,13
513,315,375,11,12
514,270,315,10,11
515,229,270,9,10
516,186,229,8,9
517,420,476,13,14
518,367,420,12,13
519,318,367,11,12
520,273,318,10,11
521,230,273,9,10
522,187,230,8,9
523,481,530,14,15
524,429,481,13,14
525,377,429,12,13
526,328,377,11,12
527,285,328,10,11
528,241,285,9,10
529,198,241,8,9
530,2997,3062,72,73
531,2930,2997,71,72
532,2864,2930,70,71
533,2798,2864,69,70
534,2732,2798,68,69
535,2678,2732,67,68
536,2627,2678,66,67
537,2577,2627,65,66
538,2524,2577,64,65
539,2468,2524,63,64
540,2416,2468,62,63
541,2367,2416,61,62
542,2311,2367,60,61
543,2267,2311,59,60
544,2214,2267,58,59
545,2168,2214,57,58
546,2122,2168,56,57
547,2071,2122,55,56
548,2025,2071,54,55
549,1981,2025,53,54
550,1932,1981,52,53
551,1890,1932,51,52
552,1853,1890,50,51
553,1801,1853,49,50
554,1763,1801,48,49
555,1714,1763,47,48
556,1670,1714,46,47
557,1635,1670,45,46
558,1596,1635,44,45
559,1567,1596,43,44
560,1535,1567,42,43
561,1505,1535,41,42
562,1471,1505,40,41
563,1436,1471,39,40
564,1401,1436,38,39
565,1368,1401,37,38
566,1337,1368,36,37
567,1303,1337,35,36
568,1273,1303,34,35
569,1235,1273,33,34
570,1203,1235,32,33
571,1174,1203,31,32
572,1145,1174,30,31
573,1107,1145,29,30
574,1068,1107,28,29
575,1025,1068,27,28
576,981,1025,26,27
577,943,981,25,26
578,892,943,24,25
579,861,892,23,24
580,821,861,22,23
581,790,821,21,22
582,759,790,20,21
583,715,759,19,20
584,671,715,18,19
585,629,671,17,18
586,583,629,16,17
587,541,583,15,16
588,494,541,14,15
589,441,494,13,14
590,393,441,12,13
591,340,393,11,12
592,296,340,10,11
593,254,296,9,10
594,211,254,8,9
595,512,563,15,16
596,457,512,14,15
597,408,457,13,14
598,354,408,12,13
599,308,354,11,12
600,267,308,10,11
601,226,267,9,10
602,437,490,13,14
603,386,437,12,13
604,333,386,11,12
605,289,333,10,11
606,244,289,9,10
607,410,459,13,14
608,357,410,12,13
609,310,357,11,12
610,268,310,10,11
611,411,460,13,14
612,358,411,12,13
613,311,358,11,12
614,269,311,10,11
615,421,479,13,14
616,369,421,12,13
617,322,369,11,12
618,281,322,10,11
619,419,468,13,14
620,365,419,12,13
621,323,365,11,12
622,280,323,10,11
623,424,473,13,14
624,372,424,12,13
625,324,372,11,12
626,278,324,10,11
627,810,842,22,23
628,779,810,21,22
629,735,779,20,21
630,691,735,19,20
631,648,691,18,19
632,604,648,17,18
633,559,604,16,17
634,520,559,15,16
635,461,520,14,15
636,413,461,13,14
637,360,413,12,13
638,312,360,11,12
639,518,562,15,16
640,464,518,14,15
641,414,464,13,14
642,361,414,12,13
643,314,361,11,12
644,658,696,18,19
645,617,658,17,18
646,568,617,16,17
647,531,568,15,16
648,482,531,14,15
649,432,482,13,14
650,382,432,12,13
651,330,382,11,12
652,483,532,14,15
653,431,483,13,14
654,380,431,12,13
655,319,380,11,12
656,529,574,15,16
657,475,529,14,15
658,423,475,13,14
659,371,423,12,13
660,320,371,11,12
661,1110,1147,29,30
662,1071,1110,28,29
663,1028,1071,27,28
664,984,1028,26,27
665,946,984,25,26
666,895,946,24,25
667,866,895,23,24
668,827,866,22,23
669,795,827,21,22
670,764,795,20,21
671,719,764,19,20
672,675,719,18,19
673,634,675,17,18
674,588,634,16,17
675,548,588,15,16
676,503,548,14,15
677,449,503,13,14
678,402,449,12,13
679,348,402,11,12
680,660,700,18,19
681,619,660,17,18
682,572,619,16,17
683,519,572,15,16
684,463,519,14,15
685,415,463,13,14
686,362,415,12,13
687,620,666,17,18
688,573,620,16,17
689,527,573,15,16
690,465,527,14,15
691,418,465,13,14
692,364,418,12,13
693,1020,1062,27,28
694,976,1020,26,27
695,937,976,25,26
696,886,937,24,25
697,857,886,23,24
698,817,857,22,23
699,786,817,21,22
700,755,786,20,21
701,711,755,19,20
702,667,711,18,19
703,624,667,17,18
704,579,624,16,17
705,537,579,15,16
706,489,537,14,15
707,436,489,13,14
708,385,436,12,13
709,1069,1108,28,29
710,1026,1069,27,28
711,982,1026,26,27
712,944,982,25,26
713,893,944,24,25
714,863,893,23,24
715,823,863,22,23
716,791,823,21,22
717,760,791,20,21
718,714,760,19,20
719,670,714,18,19
720,627,670,17,18
721,581,627,16,17
722,539,581,15,16
723,493,539,14,15
724,439,493,13,14
725,387,439,12,13
726,1637,1673,45,46
727,1598,1637,44,45
728,1569,1598,43,44
729,1538,1569,42,43
730,1508,1538,41,42
731,1474,1508,40,41
732,1440,1474,39,40
733,1404,1440,38,39
734,1370,1404,37,38
735,1340,1370,36,37
736,1306,1340,35,36
737,1276,1306,34,35
738,1239,1276,33,34
739,1207,1239,32,33
740,1176,1207,31,32
741,1148,1176,30,31
742,1112,1148,29,30
743,1073,1112,28,29
744,1030,1073,27,28
745,986,1030,26,27
746,948,986,25,26
747,897,948,24,25
748,867,897,23,24
749,825,867,22,23
750,794,825,21,22
751,763,794,20,21
752,718,763,19,20
753,674,718,18,19
754,632,674,17,18
755,586,632,16,17
756,542,586,15,16
757,496,542,14,15
758,442,496,13,14
759,398,442,12,13
760,1575,1605,43,44
761,1543,1575,42,43
762,1515,1543,41,42
763,1482,1515,40,41
764,1448,1482,39,40
765,1413,1448,38,39
766,1380,1413,37,38
767,1349,1380,36,37
768,1316,1349,35,36
769,1282,1316,34,35
770,1247,1282,33,34
771,1215,1247,32,33
772,1184,1215,31,32
773,1155,1184,30,31
774,1118,1155,29,30
775,1080,1118,28,29
776,1037,1080,27,28
777,993,1037,26,27
778,955,993,25,26
779,903,955,24,25
780,872,903,23,24
781,833,872,22,23
782,802,833,21,22
783,771,802,20,21
784,726,771,19,20
785,682,726,18,19
786,640,682,17,18
787,593,640,16,17
788,552,593,15,16
789,508,552,14,15
790,455,508,13,14
791,698,756,19,20
792,653,698,18,19
793,613,653,17,18
794,569,613,16,17
795,523,569,15,16
796,474,523,14,15
797,758,789,20,21
798,713,758,19,20
799,669,713,18,19
800,626,669,17,18
801,582,626,16,17
802,540,582,15,16
803,495,540,14,15
804,1929,1982,52,53
805,1887,1929,51,52
806,1851,1887,50,51
807,1800,1851,49,50
808,1761,1800,48,49
809,1713,1761,47,48
810,1668,1713,46,47
811,1633,1668,45,46
812,1594,1633,44,45
813,1565,1594,43,44
814,1534,1565,42,43
815,1504,1534,41,42
816,1470,1504,40,41
817,1435,1470,39,40
818,1400,1435,38,39
819,1367,1400,37,38
820,1336,1367,36,37
821,1302,1336,35,36
822,1272,1302,34,35
823,1236,1272,33,34
824,1204,1236,32,33
825,1175,1204,31,32
826,1146,1175,30,31
827,1109,1146,29,30
828,1070,1109,28,29
829,1027,1070,27,28
830,983,1027,26,27
831,945,983,25,26
832,894,945,24,25
833,864,894,23,24
834,824,864,22,23
835,793,824,21,22
836,762,793,20,21
837,717,762,19,20
838,673,717,18,19
839,630,673,17,18
840,585,630,16,17
841,544,585,15,16
842,498,544,14,15
843,1040,1083,27,28
844,995,1040,26,27
845,959,995,25,26
846,907,959,24,25
847,877,907,23,24
848,835,877,22,23
849,805,835,21,22
850,773,805,20,21
851,728,773,19,20
852,684,728,18,19
853,642,684,17,18
854,594,642,16,17
855,554,594,15,16
856,510,554,14,15
857,690,737,19,20
858,646,690,18,19
859,602,646,17,18
860,557,602,16,17
861,516,557,15,16
862,651,688,18,19
863,612,651,17,18
864,565,612,16,17
865,517,565,15,16
866,685,731,19,20
867,643,685,18,19
868,597,643,17,18
869,556,597,16,17
870,709,750,19,20
871,663,709,18,19
872,621,663,17,18
873,575,621,16,17
874,1171,1200,31,32
875,1142,1171,30,31
876,1104,1142,29,30
877,1065,1104,28,29
878,1022,1065,27,28
879,978,1022,26,27
880,938,978,25,26
881,885,938,24,25
882,855,885,23,24
883,815,855,22,23
884,785,815,21,22
885,754,785,20,21
886,692,754,19,20
887,650,692,18,19
888,610,650,17,18
889,996,1041,26,27
890,957,996,25,26
891,905,957,24,25
892,874,905,23,24
893,832,874,22,23
894,801,832,21,22
895,770,801,20,21
896,725,770,19,20
897,678,725,18,19
898,636,678,17,18
899,1352,1383,36,37
900,1318,1352,35,36
901,1284,1318,34,35
902,1248,1284,33,34
903,1216,1248,32,33
904,1185,1216,31,32
905,1156,1185,30,31
906,1119,1156,29,30
907,1081,1119,28,29
908,1038,1081,27,28
909,994,1038,26,27
910,956,994,25,26
911,906,956,24,25
912,875,906,23,24
913,836,875,22,23
914,806,836,21,22
915,774,806,20,21
916,729,774,19,20
917,1018,1061,27,28
918,969,1018,26,27
919,919,969,25,26
920,881,919,24,25
921,839,881,23,24
922,809,839,22,23
923,777,809,21,22
924,733,777,20,21
925,1232,1270,33,34
926,1199,1232,32,33
927,1170,1199,31,32
928,1141,1170,30,31
929,1103,1141,29,30
930,1063,1103,28,29
931,1019,1063,27,28
932,974,1019,26,27
933,936,974,25,26
934,887,936,24,25
935,856,887,23,24
936,816,856,22,23
937,784,816,21,22
938,751,784,20,21
939,1179,1210,31,32
940,1151,1179,30,31
941,1113,1151,29,30
942,1075,1113,28,29
943,1031,1075,27,28
944,988,1031,26,27
945,950,988,25,26
946,899,950,24,25
947,869,899,23,24
948,829,869,22,23
949,798,829,21,22
950,767,798,20,21
951,1049,1089,28,29
952,1012,1049,27,28
953,968,1012,26,27
954,926,968,25,26
955,883,926,24,25
956,850,883,23,24
957,813,850,22,23
958,783,813,21,22
959,1139,1169,30,31
960,1100,1139,29,30
961,1054,1100,28,29
962,1013,1054,27,28
963,967,1013,26,27
964,922,967,25,26
965,878,922,24,25
966,1483,1517,40,41
967,1449,1483,39,40
968,1412,1449,38,39
969,1379,1412,37,38
970,1348,1379,36,37
971,1314,1348,35,36
972,1280,1314,34,35
973,1245,1280,33,34
974,1213,1245,32,33
975,1182,1213,31,32
976,1153,1182,30,31
977,1116,1153,29,30
978,1076,1116,28,29
979,1033,1076,27,28
980,989,1033,26,27
981,951,989,25,26
982,900,951,24,25
983,1087,1126,29,30
984,1045,1087,28,29
985,1004,1045,27,28
986,964,1004,26,27
987,914,964,25,26
988,1053,1095,28,29
989,1016,1053,27,28
990,970,1016,26,27
991,929,970,25,26
992,1192,1225,32,33
993,1163,1192,31,32
994,1127,1163,30,31
995,1091,1127,29,30
996,1057,1091,28,29
997,1014,1057,27,28
998,972,1014,26,27
999,933,972,25,26
1000,1325,1357,36,37
1001,1291,1325,35,36
1002,1254,1291,34,35
1003,1222,1254,33,34
1004,1189,1222,32,33
1005,1162,1189,31,32
1006,1125,1162,30,31
1007,1086,1125,29,30
1008,1060,1086,28,29
1009,1017,1060,27,28
1010,973,1017,26,27
1011,934,973,25,26
1012,1202,1234,32,33
1013,1172,1202,31,32
1014,1143,1172,30,31
1015,1105,1143,29,30
1016,1066,1105,28,29
1017,1023,1066,27,28
1018,979,1023,26,27
1019,940,979,25,26
1020,1097,1133,29,30
1021,1056,1097,28,29
1022,997,1056,27,28
1023,962,997,26,27
1024,1090,1129,29,30
1025,1051,1090,28,29
1026,1007,1051,27,28
1027,963,1007,26,27
1028,1128,1164,30,31
1029,1101,1128,29,30
1030,1048,1101,28,29
1031,1010,1048,27,28
1032,1160,1191,31,32
1033,1123,1160,30,31
1034,1084,1123,29,30
1035,1042,1084,28,29
1036,1265,1297,34,35
1037,1231,1265,33,34
1038,1197,1231,32,33
1039,1167,1197,31,32
1040,1137,1167,30,31
1041,1098,1137,29,30
1042,1043,1098,28,29
1043,1181,1212,31,32
1044,1152,1181,30,31
1045,1115,1152,29,30
1046,1077,1115,28,29
1047,2142,2185,56,57
1048,2090,2142,55,56
1049,2042,2090,54,55
1050,2001,2042,53,54
1051,1952,2001,52,53
1052,1908,1952,51,52
1053,1871,1908,50,51
1054,1822,1871,49,50
1055,1780,1822,48,49
1056,1732,1780,47,48
1057,1690,1732,46,47
1058,1651,1690,45,46
1059,1612,1651,44,45
1060,1581,1612,43,44
1061,1549,1581,42,43
1062,1522,1549,41,42
1063,1488,1522,40,41
1064,1452,1488,39,40
1065,1417,1452,38,39
1066,1384,1417,37,38
1067,1353,1384,36,37
1068,1320,1353,35,36
1069,1286,1320,34,35
1070,1251,1286,33,34
1071,1219,1251,32,33
1072,1186,1219,31,32
1073,1157,1186,30,31
1074,1120,1157,29,30
1075,1082,1120,28,29
1076,3013,3078,72,73
1077,2946,3013,71,72
1078,2878,2946,70,71
1079,2811,2878,69,70
1080,2745,2811,68,69
1081,2691,2745,67,68
1082,2639,2691,66,67
1083,2588,2639,65,66
1084,2536,2588,64,65
1085,2481,2536,63,64
1086,2429,2481,62,63
1087,2380,2429,61,62
1088,2324,2380,60,61
1089,2279,2324,59,60
1090,2227,2279,58,59
1091,2179,2227,57,58
1092,2133,2179,56,57
1093,2082,2133,55,56
1094,2034,2082,54,55
1095,1991,2034,53,54
1096,1943,1991,52,53
1097,1904,1943,51,52
1098,1867,1904,50,51
1099,1818,1867,49,50
1100,1776,1818,48,49
1101,1729,1776,47,48
1102,1686,1729,46,47
1103,1650,1686,45,46
1104,1611,1650,44,45
1105,1580,1611,43,44
1106,1551,1580,42,43
1107,1523,1551,41,42
1108,1489,1523,40,41
1109,1451,1489,39,40
1110,1415,1451,38,39
1111,1382,1415,37,38
1112,1351,1382,36,37
1113,1317,1351,35,36
1114,1283,1317,34,35
1115,1250,1283,33,34
1116,1218,1250,32,33
1117,1187,1218,31,32
1118,1158,1187,30,31
1119,1121,1158,29,30
1120,1255,1296,34,35
1121,1220,1255,33,34
1122,1188,1220,32,33
1123,1159,1188,31,32
1124,1122,1159,30,31
1125,1226,1263,33,34
1126,1194,1226,32,33
1127,1165,1194,31,32
1128,1130,1165,30,31
1129,1363,1397,37,38
1130,1332,1363,36,37
1131,1299,1332,35,36
1132,1269,1299,34,35
1133,1228,1269,33,34
1134,1195,1228,32,33
1135,1634,1669,45,46
1136,1595,1634,44,45
1137,1566,1595,43,44
1138,1536,1566,42,43
1139,1506,1536,41,42
1140,1472,1506,40,41
1141,1437,1472,39,40
1142,1402,1437,38,39
1143,1369,1402,37,38
1144,1338,1369,36,37
1145,1304,1338,35,36
1146,1274,1304,34,35
1147,1237,1274,33,34
1148,1205,1237,32,33
1149,1403,1439,38,39
1150,1371,1403,37,38
1151,1341,1371,36,37
1152,1307,1341,35,36
1153,1275,1307,34,35
1154,1238,1275,33,34
1155,1206,1238,32,33
1156,1385,1416,37,38
1157,1354,1385,36,37
1158,1319,1354,35,36
1159,1285,1319,34,35
1160,1249,1285,33,34
1161,1217,1249,32,33
1162,1882,1921,51,52
1163,1842,1882,50,51
1164,1796,1842,49,50
1165,1758,1796,48,49
1166,1709,1758,47,48
1167,1665,1709,46,47
1168,1630,1665,45,46
1169,1590,1630,44,45
1170,1561,1590,43,44
1171,1530,1561,42,43
1172,1500,1530,41,42
1173,1467,1500,40,41
1174,1432,1467,39,40
1175,1398,1432,38,39
1176,1364,1398,37,38
1177,1331,1364,36,37
1178,1298,1331,35,36
1179,1268,1298,34,35
1180,1229,1268,33,34
1181,1419,1457,39,40
1182,1386,1419,38,39
1183,1355,1386,37,38
1184,1321,1355,36,37
1185,1287,1321,35,36
1186,1252,1287,34,35
1187,1387,1431,38,39
1188,1359,1387,37,38
1189,1329,1359,36,37
1190,1294,1329,35,36
1191,1475,1509,40,41
1192,1442,1475,39,40
1193,1407,1442,38,39
1194,1375,1407,37,38
1195,1344,1375,36,37
1196,1312,1344,35,36
1197,1642,1680,45,46
1198,1602,1642,44,45
1199,1574,1602,43,44
1200,1542,1574,42,43
1201,1514,1542,41,42
1202,1480,1514,40,41
1203,1446,1480,39,40
1204,1409,1446,38,39
1205,1376,1409,37,38
1206,1345,1376,36,37
1207,1311,1345,35,36
1208,1479,1513,40,41
1209,1445,1479,39,40
1210,1410,1445,38,39
1211,1377,1410,37,38
1212,1346,1377,36,37
1213,3001,3066,72,73
1214,2935,3001,71,72
1215,2869,2935,70,71
1216,2804,2869,69,70
1217,2738,2804,68,69
1218,2684,2738,67,68
1219,2632,2684,66,67
1220,2583,2632,65,66
1221,2530,2583,64,65
1222,2476,2530,63,64
1223,2423,2476,62,63
1224,2374,2423,61,62
1225,2318,2374,60,61
1226,2274,2318,59,60
1227,2223,2274,58,59
1228,2177,2223,57,58
1229,2134,2177,56,57
1230,2084,2134,55,56
1231,2036,2084,54,55
1232,1993,2036,53,54
1233,1945,1993,52,53
1234,1903,1945,51,52
1235,1866,1903,50,51
1236,1817,1866,49,50
1237,1775,1817,48,49
1238,1726,1775,47,48
1239,1683,1726,46,47
1240,1645,1683,45,46
1241,1606,1645,44,45
1242,1577,1606,43,44
1243,1545,1577,42,43
1244,1518,1545,41,42
1245,1484,1518,40,41
1246,1450,1484,39,40
1247,1414,1450,38,39
1248,1381,1414,37,38
1249,1350,1381,36,37
1250,1462,1493,40,41
1251,1424,1462,39,40
1252,1392,1424,38,39
