id,from,to,from_frame,to_frame
180,1491,1515,61,62
181,1465,1491,60,61
182,1439,1465,59,60
183,1411,1439,58,59
184,1386,1411,57,58
185,1360,1386,56,57
186,1335,1360,55,56
187,1309,1335,54,55
188,1282,1309,53,54
189,1254,1282,52,53
190,1227,1254,51,52
191,1199,1227,50,51
192,1171,1199,49,50
193,1145,1171,48,49
194,1114,1145,47,48
195,1088,1114,46,47
196,1063,1088,45,46
197,1038,1063,44,45
198,1013,1038,43,44
199,989,1013,42,43
200,968,989,41,42
201,944,968,40,41
202,921,944,39,40
203,895,921,38,39
204,869,895,37,38
205,842,869,36,37
206,815,842,35,36
207,792,815,34,35
208,767,792,33,34
209,743,767,32,33
210,718,743,31,32
211,696,718,30,31
212,670,696,29,30
213,645,670,28,29
214,618,645,27,28
215,592,618,26,27
216,566,592,25,26
217,541,566,24,25
218,515,541,23,24
219,488,515,22,23
220,464,488,21,22
221,441,464,20,21
222,417,441,19,20
223,393,417,18,19
224,366,393,17,18
225,341,366,16,17
226,317,341,15,16
227,289,317,14,15
228,264,289,13,14
229,240,264,12,13
230,215,240,11,12
231,192,215,10,11
232,166,192,9,10
233,138,166,8,9
234,110,138,7,8
235,83,110,6,7
236,51,83,5,6
237,20,51,4,5
238,7,20,3,4
239,352,378,17,18
240,327,352,16,17
241,304,327,15,16
242,276,304,14,15
243,251,276,13,14
244,227,251,12,13
245,203,227,11,12
246,180,203,10,11
247,154,180,9,10
248,126,154,8,9
249,98,126,7,8
250,71,98,6,7
251,40,71,5,6
252,12,40,4,5
253,305,329,15,16
254,277,305,14,15
255,252,277,13,14
256,228,252,12,13
257,204,228,11,12
258,181,204,10,11
259,155,181,9,10
260,127,155,8,9
261,99,127,7,8
262,72,99,6,7
263,42,72,5,6
264,15,42,4,5
265,738,762,32,33
266,713,738,31,32
267,691,713,30,31
268,665,691,29,30
269,641,665,28,29
270,614,641,27,28
271,588,614,26,27
272,561,588,25,26
273,536,561,24,25
274,509,536,23,24
275,482,509,22,23
276,458,482,21,22
277,436,458,20,21
278,411,436,19,20
279,387,411,18,19
280,359,387,17,18
281,335,359,16,17
282,311,335,15,16
283,282,311,14,15
284,257,282,13,14
285,232,257,12,13
286,208,232,11,12
287,183,208,10,11
288,156,183,9,10
289,128,156,8,9
290,102,128,7,8
291,74,102,6,7
292,44,74,5,6
293,17,44,4,5
294,841,868,36,37
295,814,841,35,36
296,791,814,34,35
297,766,791,33,34
298,742,766,32,33
299,717,742,31,32
300,695,717,30,31
301,668,695,29,30
302,644,668,28,29
303,616,644,27,28
304,590,616,26,27
305,564,590,25,26
306,538,564,24,25
307,512,538,23,24
308,483,512,22,23
309,459,483,21,22
310,435,459,20,21
311,412,435,19,20
312,388,412,18,19
313,361,388,17,18
314,334,361,16,17
315,310,334,15,16
316,283,310,14,15
317,258,283,13,14
318,234,258,12,13
319,210,234,11,12
320,187,210,10,11
321,161,187,9,10
322,132,161,8,9
323,104,132,7,8
324,75,104,6,7
325,46,75,5,6
326,18,46,4,5
327,632,656,28,29
328,605,632,27,28
329,579,605,26,27
330,554,579,25,26
331,529,554,24,25
332,503,529,23,24
333,476,503,22,23
334,452,476,21,22
335,429,452,20,21
336,405,429,19,20
337,381,405,18,19
338,354,381,17,18
339,330,354,16,17
340,306,330,15,16
341,278,306,14,15
342,253,278,13,14
343,230,253,12,13
344,206,230,11,12
345,185,206,10,11
346,158,185,9,10
347,131,158,8,9
348,105,131,7,8
349,79,105,6,7
350,47,79,5,6
351,19,47,4,5
352,1135,1162,48,49
353,1104,1135,47,48
354,1078,1104,46,47
355,1054,1078,45,46
356,1030,1054,44,45
357,1005,1030,43,44
358,982,1005,42,43
359,961,982,41,42
360,937,961,40,41
361,913,937,39,40
362,885,913,38,39
363,860,885,37,38
364,834,860,36,37
365,808,834,35,36
366,786,808,34,35
367,760,786,33,34
368,736,760,32,33
369,711,736,31,32
370,689,711,30,31
371,663,689,29,30
372,639,663,28,29
373,612,639,27,28
374,586,612,26,27
375,559,586,25,26
376,534,559,24,25
377,508,534,23,24
378,481,508,22,23
379,457,481,21,22
380,434,457,20,21
381,410,434,19,20
382,386,410,18,19
383,360,386,17,18
384,336,360,16,17
385,312,336,15,16
386,284,312,14,15
387,260,284,13,14
388,236,260,12,13
389,212,236,11,12
390,189,212,10,11
391,165,189,9,10
392,137,165,8,9
393,109,137,7,8
394,81,109,6,7
395,48,81,5,6
396,21,48,4,5
397,1797,1829,72,73
398,1768,1797,71,72
399,1737,1768,70,71
400,1706,1737,69,70
401,1676,1706,68,69
402,1645,1676,67,68
403,1615,1645,66,67
404,1584,1615,65,66
405,1557,1584,64,65
406,1530,1557,63,64
407,1504,1530,62,63
408,1479,1504,61,62
409,1453,1479,60,61
410,1426,1453,59,60
411,1399,1426,58,59
412,1375,1399,57,58
413,1349,1375,56,57
414,1325,1349,55,56
415,1299,1325,54,55
416,1272,1299,53,54
417,1245,1272,52,53
418,1218,1245,51,52
419,1189,1218,50,51
420,1161,1189,49,50
421,1136,1161,48,49
422,1106,1136,47,48
423,1080,1106,46,47
424,1055,1080,45,46
425,1031,1055,44,45
426,1007,1031,43,44
427,983,1007,42,43
428,962,983,41,42
429,939,962,40,41
430,916,939,39,40
431,888,916,38,39
432,862,888,37,38
433,835,862,36,37
434,809,835,35,36
435,787,809,34,35
436,761,787,33,34
437,737,761,32,33
438,712,737,31,32
439,690,712,30,31
440,664,690,29,30
441,640,664,28,29
442,613,640,27,28
443,587,613,26,27
444,562,587,25,26
445,537,562,24,25
446,511,537,23,24
447,485,511,22,23
448,461,485,21,22
449,439,461,20,21
450,415,439,19,20
451,391,415,18,19
452,364,391,17,18
453,339,364,16,17
454,315,339,15,16
455,286,315,14,15
456,262,286,13,14
457,238,262,12,13
458,214,238,11,12
459,191,214,10,11
460,167,191,9,10
461,139,167,8,9
462,111,139,7,8
463,84,111,6,7
464,52,84,5,6
465,24,52,4,5
466,322,348,15,16
467,295,322,14,15
468,268,295,13,14
469,243,268,12,13
470,219,243,11,12
471,195,219,10,11
472,170,195,9,10
473,142,170,8,9
474,114,142,7,8
475,86,114,6,7
476,53,86,5,6
477,25,53,4,5
478,1800,1832,72,73
479,1771,1800,71,72
480,1739,1771,70,71
481,1709,1739,69,70
482,1678,1709,68,69
483,1648,1678,67,68
484,1618,1648,66,67
485,1588,1618,65,66
486,1561,1588,64,65
487,1535,1561,63,64
488,1510,1535,62,63
489,1485,1510,61,62
490,1459,1485,60,61
491,1432,1459,59,60
492,1405,1432,58,59
493,1380,1405,57,58
494,1355,1380,56,57
495,1331,1355,55,56
496,1303,1331,54,55
497,1277,1303,53,54
498,1249,1277,52,53
499,1222,1249,51,52
500,1193,1222,50,51
501,1166,1193,49,50
502,1139,1166,48,49
503,1109,1139,47,48
504,1083,1109,46,47
505,1057,1083,45,46
506,1033,1057,44,45
507,1009,1033,43,44
508,986,1009,42,43
509,965,986,41,42
510,941,965,40,41
511,918,941,39,40
512,890,918,38,39
513,865,890,37,38
514,838,865,36,37
515,812,838,35,36
516,789,812,34,35
517,764,789,33,34
518,740,764,32,33
519,715,740,31,32
520,692,715,30,31
521,666,692,29,30
522,642,666,28,29
523,615,642,27,28
524,589,615,26,27
525,563,589,25,26
526,539,563,24,25
527,513,539,23,24
528,486,513,22,23
529,463,486,21,22
530,440,463,20,21
531,416,440,19,20
532,392,416,18,19
533,365,392,17,18
534,340,365,16,17
535,316,340,15,16
536,288,316,14,15
537,263,288,13,14
538,239,263,12,13
539,216,239,11,12
540,193,216,10,11
541,168,193,9,10
542,140,168,8,9
543,112,140,7,8
544,85,112,6,7
545,54,85,5,6
546,26,54,4,5
547,143,171,8,9
548,116,143,7,8
549,88,116,6,7
550,57,88,5,6
551,29,57,4,5
552,1521,1547,62,63
553,1494,1521,61,62
554,1470,1494,60,61
555,1444,1470,59,60
556,1416,1444,58,59
557,1390,1416,57,58
558,1365,1390,56,57
559,1338,1365,55,56
560,1313,1338,54,55
561,1288,1313,53,54
562,1260,1288,52,53
563,1233,1260,51,52
564,1205,1233,50,51
565,1175,1205,49,50
566,1150,1175,48,49
567,1119,1150,47,48
568,1092,1119,46,47
569,1068,1092,45,46
570,1043,1068,44,45
571,1020,1043,43,44
572,993,1020,42,43
573,972,993,41,42
574,951,972,40,41
575,926,951,39,40
576,901,926,38,39
577,875,901,37,38
578,848,875,36,37
579,821,848,35,36
580,798,821,34,35
581,774,798,33,34
582,748,774,32,33
583,726,748,31,32
584,702,726,30,31
585,680,702,29,30
586,652,680,28,29
587,628,652,27,28
588,601,628,26,27
589,575,601,25,26
590,549,575,24,25
591,523,549,23,24
592,498,523,22,23
593,470,498,21,22
594,448,470,20,21
595,424,448,19,20
596,400,424,18,19
597,375,400,17,18
598,349,375,16,17
599,324,349,15,16
600,298,324,14,15
601,270,298,13,14
602,246,270,12,13
603,222,246,11,12
604,198,222,10,11
605,175,198,9,10
606,148,175,8,9
607,121,148,7,8
608,94,121,6,7
609,68,94,5,6
610,36,68,4,5
611,201,224,10,11
612,176,201,9,10
613,149,176,8,9
614,122,149,7,8
615,95,122,6,7
616,69,95,5,6
617,37,69,4,5
618,124,152,7,8
619,96,124,6,7
620,70,96,5,6
621,39,70,4,5
622,242,266,12,13
623,217,242,11,12
624,194,217,10,11
625,169,194,9,10
626,141,169,8,9
627,115,141,7,8
628,87,115,6,7
629,56,87,5,6
630,267,296,13,14
631,244,267,12,13
632,220,244,11,12
633,197,220,10,11
634,173,197,9,10
635,145,173,8,9
636,117,145,7,8
637,89,117,6,7
638,59,89,5,6
639,1079,1105,46,47
640,1049,1079,45,46
641,1026,1049,44,45
642,1001,1026,43,44
643,978,1001,42,43
644,958,978,41,42
645,933,958,40,41
646,910,933,39,40
647,880,910,38,39
648,855,880,37,38
649,830,855,36,37
650,804,830,35,36
651,782,804,34,35
652,756,782,33,34
653,733,756,32,33
654,708,733,31,32
655,686,708,30,31
656,659,686,29,30
657,634,659,28,29
658,609,634,27,28
659,582,609,26,27
660,556,582,25,26
661,531,556,24,25
662,505,531,23,24
663,477,505,22,23
664,454,477,21,22
665,430,454,20,21
666,406,430,19,20
667,382,406,18,19
668,353,382,17,18
669,328,353,16,17
670,303,328,15,16
671,275,303,14,15
672,250,275,13,14
673,226,250,12,13
674,202,226,11,12
675,179,202,10,11
676,153,179,9,10
677,125,153,8,9
678,97,125,7,8
679,759,785,33,34
680,734,759,32,33
681,709,734,31,32
682,687,709,30,31
683,660,687,29,30
684,635,660,28,29
685,606,635,27,28
686,581,606,26,27
687,555,581,25,26
688,530,555,24,25
689,504,530,23,24
690,478,504,22,23
691,453,478,21,22
692,431,453,20,21
693,407,431,19,20
694,383,407,18,19
695,355,383,17,18
696,331,355,16,17
697,308,331,15,16
698,280,308,14,15
699,255,280,13,14
700,231,255,12,13
701,207,231,11,12
702,184,207,10,11
703,157,184,9,10
704,129,157,8,9
705,101,129,7,8
706,1801,1833,72,73
707,1772,1801,71,72
708,1741,1772,70,71
709,1711,1741,69,70
710,1680,1711,68,69
711,1650,1680,67,68
712,1620,1650,66,67
713,1590,1620,65,66
714,1563,1590,64,65
715,1537,1563,63,64
716,1511,1537,62,63
717,1486,1511,61,62
718,1460,1486,60,61
719,1433,1460,59,60
720,1406,1433,58,59
721,1381,1406,57,58
722,1356,1381,56,57
723,1332,1356,55,56
724,1304,1332,54,55
725,1278,1304,53,54
726,1250,1278,52,53
727,1223,1250,51,52
728,1194,1223,50,51
729,1167,1194,49,50
730,1141,1167,48,49
731,1111,1141,47,48
732,1084,1111,46,47
733,1059,1084,45,46
734,1035,1059,44,45
735,1010,1035,43,44
736,985,1010,42,43
737,964,985,41,42
738,942,964,40,41
739,919,942,39,40
740,891,919,38,39
741,866,891,37,38
742,839,866,36,37
743,813,839,35,36
744,790,813,34,35
745,765,790,33,34
746,741,765,32,33
747,716,741,31,32
748,694,716,30,31
749,669,694,29,30
750,643,669,28,29
751,617,643,27,28
752,591,617,26,27
753,565,591,25,26
754,540,565,24,25
755,514,540,23,24
756,487,514,22,23
757,462,487,21,22
758,438,462,20,21
759,413,438,19,20
760,389,413,18,19
761,362,389,17,18
762,337,362,16,17
763,313,337,15,16
764,285,313,14,15
765,259,285,13,14
766,235,259,12,13
767,211,235,11,12
768,188,211,10,11
769,162,188,9,10
770,135,162,8,9
771,471,497,21,22
772,449,471,20,21
773,425,449,19,20
774,401,425,18,19
775,376,401,17,18
776,350,376,16,17
777,326,350,15,16
778,301,326,14,15
779,272,301,13,14
780,248,272,12,13
781,225,248,11,12
782,200,225,10,11
783,178,200,9,10
784,147,178,8,9
785,273,300,13,14
786,249,273,12,13
787,223,249,11,12
788,199,223,10,11
789,177,199,9,10
790,150,177,8,9
791,826,853,36,37
792,802,826,35,36
793,779,802,34,35
794,753,779,33,34
795,731,753,32,33
796,706,731,31,32
797,685,706,30,31
798,658,685,29,30
799,637,658,28,29
800,610,637,27,28
801,584,610,26,27
802,558,584,25,26
803,532,558,24,25
804,506,532,23,24
805,479,506,22,23
806,455,479,21,22
807,432,455,20,21
808,408,432,19,20
809,384,408,18,19
810,357,384,17,18
811,332,357,16,17
812,307,332,15,16
813,279,307,14,15
814,254,279,13,14
815,229,254,12,13
816,205,229,11,12
817,182,205,10,11
818,159,182,9,10
819,318,342,15,16
820,290,318,14,15
821,265,290,13,14
822,241,265,12,13
823,1808,1840,72,73
824,1778,1808,71,72
825,1747,1778,70,71
826,1716,1747,69,70
827,1686,1716,68,69
828,1655,1686,67,68
829,1625,1655,66,67
830,1594,1625,65,66
831,1566,1594,64,65
832,1540,1566,63,64
833,1514,1540,62,63
834,1490,1514,61,62
835,1463,1490,60,61
836,1437,1463,59,60
837,1409,1437,58,59
838,1384,1409,57,58
839,1358,1384,56,57
840,1334,1358,55,56
841,1306,1334,54,55
842,1280,1306,53,54
843,1253,1280,52,53
844,1226,1253,51,52
845,1196,1226,50,51
846,1169,1196,49,50
847,1143,1169,48,49
848,1113,1143,47,48
849,1086,1113,46,47
850,1061,1086,45,46
851,1037,1061,44,45
852,1014,1037,43,44
853,988,1014,42,43
854,967,988,41,42
855,945,967,40,41
856,922,945,39,40
857,896,922,38,39
858,870,896,37,38
859,844,870,36,37
860,816,844,35,36
861,794,816,34,35
862,769,794,33,34
863,744,769,32,33
864,720,744,31,32
865,697,720,30,31
866,673,697,29,30
867,646,673,28,29
868,621,646,27,28
869,594,621,26,27
870,568,594,25,26
871,543,568,24,25
872,516,543,23,24
873,490,516,22,23
874,465,490,21,22
875,442,465,20,21
876,418,442,19,20
877,394,418,18,19
878,367,394,17,18
879,343,367,16,17
880,319,343,15,16
881,291,319,14,15
882,648,672,28,29
883,623,648,27,28
884,596,623,26,27
885,570,596,25,26
886,544,570,24,25
887,517,544,23,24
888,492,517,22,23
889,466,492,21,22
890,443,466,20,21
891,419,443,19,20
892,395,419,18,19
893,370,395,17,18
894,344,370,16,17
895,320,344,15,16
896,294,320,14,15
897,1093,1123,46,47
898,1069,1093,45,46
899,1044,1069,44,45
900,1021,1044,43,44
901,995,1021,42,43
902,973,995,41,42
903,952,973,40,41
904,927,952,39,40
905,902,927,38,39
906,876,902,37,38
907,849,876,36,37
908,822,849,35,36
909,799,822,34,35
910,775,799,33,34
911,749,775,32,33
912,727,749,31,32
913,703,727,30,31
914,681,703,29,30
915,653,681,28,29
916,629,653,27,28
917,602,629,26,27
918,576,602,25,26
919,550,576,24,25
920,524,550,23,24
921,499,524,22,23
922,472,499,21,22
923,447,472,20,21
924,423,447,19,20
925,398,423,18,19
926,372,398,17,18
927,345,372,16,17
928,321,345,15,16
929,293,321,14,15
930,1520,1546,62,63
931,1495,1520,61,62
932,1469,1495,60,61
933,1443,1469,59,60
934,1415,1443,58,59
935,1391,1415,57,58
936,1366,1391,56,57
937,1340,1366,55,56
938,1314,1340,54,55
939,1289,1314,53,54
940,1261,1289,52,53
941,1234,1261,51,52
942,1206,1234,50,51
943,1178,1206,49,50
944,1153,1178,48,49
945,1122,1153,47,48
946,1095,1122,46,47
947,1071,1095,45,46
948,1046,1071,44,45
949,1022,1046,43,44
950,996,1022,42,43
951,974,996,41,42
952,953,974,40,41
953,928,953,39,40
954,903,928,38,39
955,877,903,37,38
956,850,877,36,37
957,823,850,35,36
958,800,823,34,35
959,776,800,33,34
960,750,776,32,33
961,728,750,31,32
962,704,728,30,31
963,682,704,29,30
964,654,682,28,29
965,630,654,27,28
966,603,630,26,27
967,577,603,25,26
968,551,577,24,25
969,525,551,23,24
970,500,525,22,23
971,473,500,21,22
972,450,473,20,21
973,426,450,19,20
974,402,426,18,19
975,377,402,17,18
976,351,377,16,17
977,325,351,15,16
978,299,325,14,15
979,598,626,26,27
980,572,598,25,26
981,547,572,24,25
982,522,547,23,24
983,496,522,22,23
984,468,496,21,22
985,445,468,20,21
986,421,445,19,20
987,397,421,18,19
988,371,397,17,18
989,346,371,16,17
990,573,599,25,26
991,548,573,24,25
992,521,548,23,24
993,495,521,22,23
994,469,495,21,22
995,446,469,20,21
996,422,446,19,20
997,399,422,18,19
998,374,399,17,18
999,501,526,23,24
1000,475,501,22,23
1001,451,475,21,22
1002,428,451,20,21
1003,404,428,19,20
1004,380,404,18,19
1005,553,580,25,26
1006,528,553,24,25
1007,502,528,23,24
1008,474,502,22,23
1009,571,597,25,26
1010,545,571,24,25
1011,518,545,23,24
1012,493,518,22,23
1013,730,752,32,33
1014,705,730,31,32
1015,683,705,30,31
1016,655,683,29,30
1017,631,655,28,29
1018,604,631,27,28
1019,578,604,26,27
1020,552,578,25,26
1021,527,552,24,25
1022,649,676,28,29
1023,622,649,27,28
1024,595,622,26,27
1025,569,595,25,26
1026,1344,1370,56,57
1027,1319,1344,55,56
1028,1293,1319,54,55
1029,1266,1293,53,54
1030,1239,1266,52,53
1031,1211,1239,51,52
1032,1183,1211,50,51
1033,1156,1183,49,50
1034,1130,1156,48,49
1035,1100,1130,47,48
1036,1075,1100,46,47
1037,1050,1075,45,46
1038,1025,1050,44,45
1039,1000,1025,43,44
1040,977,1000,42,43
1041,957,977,41,42
1042,932,957,40,41
1043,908,932,39,40
1044,881,908,38,39
1045,856,881,37,38
1046,829,856,36,37
1047,805,829,35,36
1048,781,805,34,35
1049,755,781,33,34
1050,732,755,32,33
1051,707,732,31,32
1052,684,707,30,31
1053,657,684,29,30
1054,633,657,28,29
1055,607,633,27,28
1056,1283,1307,53,54
1057,1257,1283,52,53
1058,1229,1257,51,52
1059,1201,1229,50,51
1060,1173,1201,49,50
1061,1148,1173,48,49
1062,1117,1148,47,48
1063,1091,1117,46,47
1064,1066,1091,45,46
1065,1041,1066,44,45
1066,1017,1041,43,44
1067,991,1017,42,43
1068,970,991,41,42
1069,949,970,40,41
1070,924,949,39,40
1071,899,924,38,39
1072,872,899,37,38
1073,846,872,36,37
1074,819,846,35,36
1075,796,819,34,35
1076,772,796,33,34
1077,746,772,32,33
1078,724,746,31,32
1079,700,724,30,31
1080,677,700,29,30
1081,650,677,28,29
1082,625,650,27,28
1083,887,914,38,39
1084,863,887,37,38
1085,836,863,36,37
1086,810,836,35,36
1087,788,810,34,35
1088,763,788,33,34
1089,739,763,32,33
1090,714,739,31,32
1091,693,714,30,31
1092,667,693,29,30
1093,1098,1129,47,48
1094,1072,1098,46,47
1095,1047,1072,45,46
1096,1024,1047,44,45
1097,998,1024,43,44
1098,975,998,42,43
1099,955,975,41,42
1100,929,955,40,41
1101,905,929,39,40
1102,878,905,38,39
1103,851,878,37,38
1104,827,851,36,37
1105,801,827,35,36
1106,777,801,34,35
1107,751,777,33,34
1108,729,751,32,33
1109,1097,1128,47,48
1110,1073,1097,46,47
1111,1048,1073,45,46
1112,1023,1048,44,45
1113,997,1023,43,44
1114,976,997,42,43
1115,956,976,41,42
1116,930,956,40,41
1117,907,930,39,40
1118,879,907,38,39
1119,854,879,37,38
1120,828,854,36,37
1121,803,828,35,36
1122,780,803,34,35
1123,754,780,33,34
1124,1029,1053,44,45
1125,1004,1029,43,44
1126,980,1004,42,43
1127,960,980,41,42
1128,936,960,40,41
1129,912,936,39,40
1130,884,912,38,39
1131,859,884,37,38
1132,833,859,36,37
1133,806,833,35,36
1134,783,806,34,35
1135,757,783,33,34
1136,923,948,39,40
1137,898,923,38,39
1138,873,898,37,38
1139,845,873,36,37
1140,818,845,35,36
1141,795,818,34,35
1142,770,795,33,34
1143,1794,1826,72,73
1144,1765,1794,71,72
1145,1734,1765,70,71
1146,1704,1734,69,70
1147,1673,1704,68,69
1148,1643,1673,67,68
1149,1613,1643,66,67
1150,1583,1613,65,66
1151,1556,1583,64,65
1152,1531,1556,63,64
1153,1505,1531,62,63
1154,1480,1505,61,62
1155,1454,1480,60,61
1156,1428,1454,59,60
1157,1403,1428,58,59
1158,1378,1403,57,58
1159,1353,1378,56,57
1160,1329,1353,55,56
1161,1301,1329,54,55
1162,1275,1301,53,54
1163,1247,1275,52,53
1164,1220,1247,51,52
1165,1191,1220,50,51
1166,1164,1191,49,50
1167,1138,1164,48,49
1168,1108,1138,47,48
1169,1082,1108,46,47
1170,1058,1082,45,46
1171,1034,1058,44,45
1172,1008,1034,43,44
1173,984,1008,42,43
1174,963,984,41,42
1175,940,963,40,41
1176,917,940,39,40
1177,889,917,38,39
1178,864,889,37,38
1179,837,864,36,37
1180,811,837,35,36
1181,911,935,39,40
1182,882,911,38,39
1183,857,882,37,38
1184,831,857,36,37
1185,1799,1831,72,73
1186,1770,1799,71,72
1187,1740,1770,70,71
1188,1710,1740,69,70
1189,1679,1710,68,69
1190,1649,1679,67,68
1191,1619,1649,66,67
1192,1589,1619,65,66
1193,1562,1589,64,65
1194,1536,1562,63,64
1195,1509,1536,62,63
1196,1484,1509,61,62
1197,1458,1484,60,61
1198,1431,1458,59,60
1199,1404,1431,58,59
1200,1379,1404,57,58
1201,1354,1379,56,57
1202,1330,1354,55,56
1203,1302,1330,54,55
1204,1276,1302,53,54
1205,1248,1276,52,53
1206,1221,1248,51,52
1207,1192,1221,50,51
1208,1165,1192,49,50
1209,1140,1165,48,49
1210,1110,1140,47,48
1211,1085,1110,46,47
1212,1060,1085,45,46
1213,1036,1060,44,45
1214,1011,1036,43,44
1215,987,1011,42,43
1216,966,987,41,42
1217,943,966,40,41
1218,920,943,39,40
1219,893,920,38,39
1220,867,893,37,38
1221,840,867,36,37
1222,1440,1466,59,60
1223,1412,1440,58,59
1224,1387,1412,57,58
1225,1362,1387,56,57
1226,1336,1362,55,56
1227,1310,1336,54,55
1228,1284,1310,53,54
1229,1256,1284,52,53
1230,1230,1256,51,52
1231,1202,1230,50,51
1232,1174,1202,49,50
1233,1149,1174,48,49
1234,1118,1149,47,48
1235,1090,1118,46,47
1236,1067,1090,45,46
1237,1042,1067,44,45
1238,1018,1042,43,44
1239,992,1018,42,43
1240,969,992,41,42
1241,947,969,40,41
1242,1186,1213,50,51
1243,1157,1186,49,50
1244,1132,1157,48,49
1245,1101,1132,47,48
1246,1076,1101,46,47
1247,1051,1076,45,46
1248,1027,1051,44,45
1249,1002,1027,43,44
1250,979,1002,42,43
1251,1172,1200,49,50
1252,1147,1172,48,49
1253,1116,1147,47,48
1254,1089,1116,46,47
1255,1065,1089,45,46
1256,1039,1065,44,45
1257,1016,1039,43,44
1258,990,1016,42,43
1259,1795,1828,72,73
1260,1767,1795,71,72
1261,1736,1767,70,71
1262,1708,1736,69,70
1263,1677,1708,68,69
1264,1647,1677,67,68
1265,1617,1647,66,67
1266,1587,1617,65,66
1267,1560,1587,64,65
1268,1534,1560,63,64
1269,1508,1534,62,63
1270,1483,1508,61,62
1271,1457,1483,60,61
1272,1430,1457,59,60
1273,1400,1430,58,59
1274,1377,1400,57,58
1275,1352,1377,56,57
1276,1328,1352,55,56
1277,1300,1328,54,55
1278,1274,1300,53,54
1279,1246,1274,52,53
1280,1219,1246,51,52
1281,1190,1219,50,51
1282,1163,1190,49,50
1283,1137,1163,48,49
