id,from,to,from_frame,to_frame
1279,1410,1440,56,57
1280,1382,1410,55,56
1281,1352,1382,54,55
1282,1324,1352,53,54
1283,1293,1324,52,53
1284,1262,1293,51,52
1285,1234,1262,50,51
1286,1203,1234,49,50
1287,1175,1203,48,49
1288,1141,1175,47,48
1289,1110,1141,46,47
1290,1080,1110,45,46
1291,1050,1080,44,45
1292,1017,1050,43,44
1293,991,1017,42,43
1294,960,991,41,42
1295,933,960,40,41
1296,1165,1196,48,49
1297,1132,1165,47,48
1298,1101,1132,46,47
1299,1072,1101,45,46
1300,1043,1072,44,45
1301,1011,1043,43,44
1302,984,1011,42,43
1303,954,984,41,42
1304,1111,1145,46,47
1305,1081,1111,45,46
1306,1051,1081,44,45
1307,1019,1051,43,44
1308,992,1019,42,43
1309,961,992,41,42
1310,1882,1916,72,73
1311,1847,1882,71,72
1312,1817,1847,70,71
1313,1787,1817,69,70
1314,1757,1787,68,69
1315,1726,1757,67,68
1316,1695,1726,66,67
1317,1663,1695,65,66
1318,1630,1663,64,65
1319,1598,1630,63,64
1320,1563,1598,62,63
1321,1535,1563,61,62
1322,1505,1535,60,61
1323,1475,1505,59,60
1324,1443,1475,58,59
1325,1414,1443,57,58
1326,1385,1414,56,57
1327,1355,1385,55,56
1328,1328,1355,54,55
1329,1296,1328,53,54
1330,1265,1296,52,53
1331,1237,1265,51,52
1332,1207,1237,50,51
1333,1179,1207,49,50
1334,1148,1179,48,49
1335,1114,1148,47,48
1336,1084,1114,46,47
1337,1054,1084,45,46
1338,1022,1054,44,45
1339,994,1022,43,44
1340,1357,1387,55,56
1341,1330,1357,54,55
1342,1298,1330,53,54
1343,1267,1298,52,53
1344,1239,1267,51,52
1345,1208,1239,50,51
1346,1180,1208,49,50
1347,1150,1180,48,49
1348,1118,1150,47,48
1349,1088,1118,46,47
1350,1058,1088,45,46
1351,1026,1058,44,45
1352,1476,1504,59,60
1353,1445,1476,58,59
1354,1413,1445,57,58
1355,1384,1413,56,57
1356,1354,1384,55,56
1357,1327,1354,54,55
1358,1297,1327,53,54
1359,1266,1297,52,53
1360,1238,1266,51,52
1361,1209,1238,50,51
1362,1181,1209,49,50
1363,1152,1181,48,49
1364,1120,1152,47,48
1365,1090,1120,46,47
1366,1059,1090,45,46
1367,1028,1059,44,45
1368,1896,1931,72,73
1369,1861,1896,71,72
1370,1829,1861,70,71
1371,1799,1829,69,70
1372,1769,1799,68,69
1373,1739,1769,67,68
1374,1709,1739,66,67
1375,1677,1709,65,66
1376,1645,1677,64,65
1377,1613,1645,63,64
1378,1577,1613,62,63
1379,1548,1577,61,62
1380,1517,1548,60,61
1381,1487,1517,59,60
1382,1457,1487,58,59
1383,1425,1457,57,58
1384,1394,1425,56,57
1385,1362,1394,55,56
1386,1335,1362,54,55
1387,1305,1335,53,54
1388,1273,1305,52,53
1389,1245,1273,51,52
1390,1215,1245,50,51
1391,1185,1215,49,50
1392,1153,1185,48,49
1393,1119,1153,47,48
1394,1089,1119,46,47
1395,1061,1089,45,46
1396,1031,1061,44,45
1397,1189,1218,49,50
1398,1158,1189,48,49
1399,1125,1158,47,48
1400,1096,1125,46,47
1401,1066,1096,45,46
1402,1036,1066,44,45
1403,1135,1168,47,48
1404,1103,1135,46,47
1405,1075,1103,45,46
1406,1045,1075,44,45
1407,1258,1290,51,52
1408,1230,1258,50,51
1409,1198,1230,49,50
1410,1171,1198,48,49
1411,1140,1171,47,48
1412,1107,1140,46,47
1413,1712,1743,66,67
1414,1680,1712,65,66
1415,1648,1680,64,65
1416,1616,1648,63,64
1417,1582,1616,62,63
1418,1553,1582,61,62
1419,1522,1553,60,61
1420,1492,1522,59,60
1421,1462,1492,58,59
1422,1432,1462,57,58
1423,1402,1432,56,57
1424,1373,1402,55,56
1425,1343,1373,54,55
1426,1315,1343,53,54
1427,1283,1315,52,53
1428,1252,1283,51,52
1429,1223,1252,50,51
1430,1194,1223,49,50
1431,1164,1194,48,49
1432,1131,1164,47,48
1433,1556,1592,61,62
1434,1526,1556,60,61
1435,1496,1526,59,60
1436,1464,1496,58,59
1437,1436,1464,57,58
1438,1406,1436,56,57
1439,1377,1406,55,56
1440,1346,1377,54,55
1441,1319,1346,53,54
1442,1286,1319,52,53
1443,1256,1286,51,52
1444,1229,1256,50,51
1445,1200,1229,49,50
1446,1170,1200,48,49
1447,1136,1170,47,48
1448,1912,1947,72,73
1449,1877,1912,71,72
1450,1843,1877,70,71
1451,1814,1843,69,70
1452,1784,1814,68,69
1453,1754,1784,67,68
1454,1723,1754,66,67
1455,1693,1723,65,66
1456,1659,1693,64,65
1457,1626,1659,63,64
1458,1593,1626,62,63
1459,1560,1593,61,62
1460,1531,1560,60,61
1461,1500,1531,59,60
1462,1471,1500,58,59
1463,1439,1471,57,58
1464,1409,1439,56,57
1465,1381,1409,55,56
1466,1351,1381,54,55
1467,1322,1351,53,54
1468,1291,1322,52,53
1469,1260,1291,51,52
1470,1232,1260,50,51
1471,1202,1232,49,50
1472,1174,1202,48,49
1473,1143,1174,47,48
1474,1558,1594,61,62
1475,1529,1558,60,61
1476,1498,1529,59,60
1477,1469,1498,58,59
1478,1437,1469,57,58
1479,1407,1437,56,57
1480,1379,1407,55,56
1481,1349,1379,54,55
1482,1321,1349,53,54
1483,1289,1321,52,53
1484,1259,1289,51,52
1485,1231,1259,50,51
1486,1201,1231,49,50
1487,1172,1201,48,49
1488,1345,1375,54,55
1489,1317,1345,53,54
1490,1285,1317,52,53
1491,1255,1285,51,52
1492,1226,1255,50,51
1493,1910,1945,72,73
1494,1875,1910,71,72
1495,1841,1875,70,71
1496,1811,1841,69,70
1497,1781,1811,68,69
1498,1751,1781,67,68
1499,1720,1751,66,67
1500,1689,1720,65,66
1501,1656,1689,64,65
1502,1623,1656,63,64
1503,1589,1623,62,63
1504,1557,1589,61,62
1505,1528,1557,60,61
1506,1497,1528,59,60
1507,1468,1497,58,59
1508,1435,1468,57,58
1509,1405,1435,56,57
1510,1378,1405,55,56
1511,1348,1378,54,55
1512,1318,1348,53,54
1513,1287,1318,52,53
1514,1887,1921,72,73
1515,1851,1887,71,72
1516,1821,1851,70,71
1517,1791,1821,69,70
1518,1762,1791,68,69
1519,1731,1762,67,68
1520,1702,1731,66,67
1521,1670,1702,65,66
1522,1638,1670,64,65
1523,1606,1638,63,64
1524,1571,1606,62,63
1525,1543,1571,61,62
1526,1512,1543,60,61
1527,1482,1512,59,60
1528,1451,1482,58,59
1529,1420,1451,57,58
1530,1392,1420,56,57
1531,1361,1392,55,56
1532,1334,1361,54,55
1533,1303,1334,53,54
1534,1614,1646,63,64
1535,1578,1614,62,63
1536,1549,1578,61,62
1537,1518,1549,60,61
1538,1488,1518,59,60
1539,1453,1488,58,59
1540,1421,1453,57,58
1541,1908,1942,72,73
1542,1872,1908,71,72
1543,1839,1872,70,71
1544,1808,1839,69,70
1545,1778,1808,68,69
1546,1748,1778,67,68
1547,1718,1748,66,67
1548,1688,1718,65,66
1549,1657,1688,64,65
1550,1624,1657,63,64
1551,1591,1624,62,63
1552,1559,1591,61,62
1553,1530,1559,60,61
1554,1499,1530,59,60
1555,1470,1499,58,59
1556,1438,1470,57,58
1557,1914,1948,72,73
1558,1881,1914,71,72
1559,1844,1881,70,71
1560,1813,1844,69,70
1561,1783,1813,68,69
1562,1753,1783,67,68
1563,1722,1753,66,67
1564,1691,1722,65,66
1565,1661,1691,64,65
1566,1628,1661,63,64
1567,1596,1628,62,63
1568,1562,1596,61,62
1569,1534,1562,60,61
1570,1502,1534,59,60
1571,1474,1502,58,59
1572,1441,1474,57,58
1573,1888,1922,72,73
1574,1852,1888,71,72
1575,1822,1852,70,71
1576,1792,1822,69,70
1577,1761,1792,68,69
1578,1730,1761,67,68
1579,1700,1730,66,67
1580,1668,1700,65,66
1581,1636,1668,64,65
1582,1604,1636,63,64
1583,1568,1604,62,63
1584,1539,1568,61,62
1585,1509,1539,60,61
1586,1889,1923,72,73
1587,1853,1889,71,72
1588,1823,1853,70,71
1589,1793,1823,69,70
1590,1763,1793,68,69
1591,1732,1763,67,68
1592,1701,1732,66,67
1593,1669,1701,65,66
1594,1637,1669,64,65
1595,1605,1637,63,64
1596,1569,1605,62,63
1597,1541,1569,61,62
1598,1510,1541,60,61
1599,1886,1920,72,73
1600,1850,1886,71,72
1601,1820,1850,70,71
1602,1790,1820,69,70
1603,1760,1790,68,69
1604,1727,1760,67,68
1605,1697,1727,66,67
1606,1665,1697,65,66
1607,1632,1665,64,65
1608,1600,1632,63,64
1609,1565,1600,62,63
1610,1536,1565,61,62
1611,1902,1937,72,73
1612,1867,1902,71,72
1613,1834,1867,70,71
1614,1804,1834,69,70
1615,1774,1804,68,69
1616,1744,1774,67,68
1617,1713,1744,66,67
1618,1682,1713,65,66
1619,1650,1682,64,65
1620,1617,1650,63,64
1621,1581,1617,62,63
1622,1907,1943,72,73
1623,1873,1907,71,72
1624,1837,1873,70,71
1625,1809,1837,69,70
1626,1779,1809,68,69
1627,1749,1779,67,68
1628,1717,1749,66,67
1629,1686,1717,65,66
1630,1653,1686,64,65
1631,1620,1653,63,64
1632,1586,1620,62,63
1633,1909,1944,72,73
1634,1874,1909,71,72
1635,1840,1874,70,71
1636,1810,1840,69,70
1637,1780,1810,68,69
1638,1750,1780,67,68
1639,1719,1750,66,67
1640,1687,1719,65,66
1641,1655,1687,64,65
1642,1622,1655,63,64
1643,1588,1622,62,63
1644,1752,1782,67,68
1645,1721,1752,66,67
1646,1690,1721,65,66
1647,1658,1690,64,65
1648,1625,1658,63,64
1649,1590,1625,62,63
1650,1915,1950,72,73
1651,1880,1915,71,72
1652,1845,1880,70,71
1653,1815,1845,69,70
1654,1786,1815,68,69
1655,1756,1786,67,68
1656,1725,1756,66,67
1657,1694,1725,65,66
1658,1662,1694,64,65
1659,1629,1662,63,64
1660,1597,1629,62,63
1661,1825,1856,70,71
1662,1795,1825,69,70
1663,1765,1795,68,69
1664,1735,1765,67,68
1665,1705,1735,66,67
1666,1673,1705,65,66
1667,1640,1673,64,65
1668,1608,1640,63,64
1669,1897,1932,72,73
1670,1862,1897,71,72
1671,1830,1862,70,71
1672,1800,1830,69,70
1673,1770,1800,68,69
1674,1740,1770,67,68
1675,1710,1740,66,67
1676,1678,1710,65,66
1677,1644,1678,64,65
1678,1612,1644,63,64
1679,1899,1935,72,73
1680,1864,1899,71,72
1681,1832,1864,70,71
1682,1803,1832,69,70
1683,1772,1803,68,69
1684,1742,1772,67,68
1685,1898,1934,72,73
1686,1863,1898,71,72
1687,1831,1863,70,71
1688,1801,1831,69,70
1689,1773,1801,68,69
