ID,XM,YM,Slice
1121,1379.9,809.483,22
1122,967.585,904.377,22
1123,468.937,908.844,22
1124,25.463,904.083,22
1125,1100.976,959.022,22
1126,1073.917,966.457,22
1127,201.789,987.436,22
1128,660.391,972.382,22
1129,1124.303,982.743,22
1130,646.771,1002.202,22
1131,658.259,1025.629,22
1132,1221.04,17.23,23
1133,937.088,32.416,23
1134,1201.44,43.036,23
1135,717.472,98.397,23
1136,676.305,99.396,23
1137,1125.105,119.847,23
1138,997.266,167.22,23
1139,491.243,195.598,23
1140,1032.411,233.989,23
1141,556.648,265.238,23
1142,1062.879,388.648,23
1143,486.166,414.776,23
1144,788.527,451.854,23
1145,1354.316,455.966,23
1146,1020.897,489.373,23
1147,1042.426,487.402,23
1148,721.277,509.162,23
1149,17.503,561.484,23
1150,1348.88,609.284,23
1151,554.432,771.575,23
1152,945.708,787.71,23
1153,1356.443,820.438,23
1154,984.666,864.71,23
1155,24.686,896.033,23
1156,464.466,910.097,23
1157,1113.017,988.582,23
1158,176.258,1006.927,23
1159,639.83,1018.125,23
1160,636.831,1031.195,23
1161,688.626,6.89,24
1162,1231.014,8.105,24
1163,1202.908,24.367,24
1164,949.233,66.172,24
1165,714.586,98.398,24
1166,1124.745,119.625,24
1167,997.076,168.86,24
1168,480.7,199.618,24
1169,1048.504,224.716,24
1170,538.782,256.686,24
1171,1035.054,318.732,24
1172,1044.29,348.098,24
1173,488.625,410.825,24
1174,782.054,442.367,24
1175,1351.29,446.698,24
1176,1039.644,483.462,24
1177,728.836,519.607,24
1178,1044.912,509.106,24
1179,11.939,557.356,24
1180,1349.598,592.707,24
1181,1344.474,612.067,24
1182,931.947,780.875,24
1183,560.362,780.8,24
1184,1338.545,831.988,24
1185,986.819,844.727,24
1186,31.512,887.112,24
1187,460.133,912.823,24
1188,1117.558,995.103,24
1189,166.213,1014.706,24
1190,648.162,1000.861,24
1191,623.723,1028.842,24
1192,696.838,518.916,25
1193,575.724,1029.497,25
1194,683.236,10.675,26
1195,709.336,93.468,26
1196,1123.618,121.882,26
1197,970.842,128.625,26
1198,996.141,165.88,26
1199,408.18,170.778,26
1200,1065.125,184.976,26
1201,450.867,191.971,26
1202,486.925,248.644,26
1203,977.815,299.308,26
1204,483.696,399.603,26
1205,775.662,430.477,26
1206,1345.486,435.571,26
1207,1031.384,505.993,26
1208,1008.013,521.183,26
1209,738.953,538.704,26
1210,5.828,548.985,26
1211,1343.34,607.519,26
1212,885.84,783.496,26
1213,577.548,783.454,26
1214,1005.15,811.583,26
1215,1298.292,865.682,26
1216,1270.109,866.667,26
1217,45.141,877.64,26
1218,459.318,920.507,26
1219,1140.625,987.92,26
1220,180.868,1010.861,26
1221,1121.61,999.775,26
1222,694.78,5.166,27
1223,691.852,54.281,27
1224,706.129,86.529,27
1225,1123.223,122.383,27
1226,1001.643,138.403,27
1227,1085.838,167.434,27
1228,420.842,181.945,27
1229,1043.246,176.476,27
1230,1006.342,183.006,27
1231,456.979,246.162,27
1232,950.299,275.582,27
1233,485.283,393.09,27
1234,1347.034,432.456,27
1235,764.723,458.065,27
1236,1031.043,508.175,27
1237,1006.164,521.989,27
1238,743.22,544.415,27
1239,4.107,547.01,27
1240,1332.679,612.435,27
1241,858.765,783.979,27
1242,586.514,779.038,27
1243,1014.854,797.475,27
1244,1273.589,871.532,27
1245,43.877,881.231,27
1246,461.4,927.457,27
1247,188.371,998.848,27
1248,1120.287,1002.652,27
1249,861.243,1033.627,27
1250,697.306,52.925,28
1251,708.189,86.946,28
1252,1114.304,137.932,28
1253,404.084,177.552,28
1254,1020.663,168.443,28
1255,1073.133,158.745,28
1256,436.014,228.872,28
1257,923.1,257.921,28
1258,1383.383,357.965,28
1259,487.479,389.104,28
1260,1351.45,425.875,28
1261,765.753,478.737,28
1262,1028.622,505.768,28
1263,1010.407,502.712,28
1264,750.087,552.887,28
1265,1327.841,620.457,28
1266,599.854,773.475,28
1267,836.227,786.937,28
1268,1018.137,786.42,28
1269,1262.217,873.656,28
1270,60.212,858.679,28
1271,42.696,886.774,28
1272,463.765,932.451,28
1273,197.311,992.95,28
1274,868.547,1029.968,28
1275,705.718,86.995,29
1276,1108.457,138.964,29
1277,354.249,139.71,29
1278,392.639,149.992,29
1279,1054.398,184.695,29
1280,1006.497,182.982,29
1281,406.829,221.177,29
1282,883.419,250.228,29
1283,1360.392,325.285,29
1284,485.263,385.005,29
1285,1355.24,418.814,29
1286,1034.48,473.632,29
1287,1011.753,484.057,29
1288,767.01,491.426,29
1289,1030.859,533.201,29
1290,755.266,563.417,29
1291,1326.36,616.625,29
1292,1022.652,770.843,29
1293,613.218,768.83,29
1294,814.475,792.356,29
1295,1243.181,884.036,29
1296,49.297,899.364,29
1297,463.648,930.612,29
1298,208.04,986.583,29
1299,1127.327,1003.66,29
1300,871.686,1027.115,29
1301,701.421,86.325,30
1302,329.797,118.995,30
1303,1111.74,132.086,30
1304,383.153,133.909,30
1305,1053.85,169.374,30
1306,1381.554,184.879,30
1307,382.899,215.554,30
1308,1074.269,183.078,30
1309,1006.642,183,30
1310,847.621,245.402,30
1311,1342.809,317.15,30
1312,483.675,383.902,30
1313,1368.528,419.484,30
1314,1024.084,433.278,30
1315,769.159,504.352,30
1316,1036.185,527.274,30
1317,764.954,568.394,30
1318,1324.492,618.644,30
1319,1014.272,758.703,30
1320,619.289,763.346,30
1321,794.888,800.58,30
1322,1239.935,860.152,30
1323,45.9,899.498,30
1324,465.837,921.879,30
1325,214.569,977.053,30
1326,1126.78,1007.224,30
1327,869.392,1022.475,30
1328,378.806,72.639,31
1329,699.264,87.514,31
1330,1118.094,116.392,31
1331,365.438,123.287,31
1332,1363.443,179.17,31
1333,1001.48,153.069,31
1334,361.95,213.241,31
1335,1084.212,181.483,31
1336,1006.603,182.622,31
1337,783.461,212.512,31
1338,805.582,241.642,31
1339,1321.841,300.144,31
1340,480.179,386.125,31
1341,1026.011,412.212,31
1342,1381.094,416.887,31
1343,763.896,517.576,31
1344,1039.028,523.17,31
1345,764.572,579.1,31
1346,1000.733,739.852,31
1347,622.262,759.77,31
1348,779.495,804.364,31
1349,1236.361,859.647,31
1350,37.573,900.709,31
1351,472.175,913.013,31
1352,217.085,966.761,31
1353,872.32,1014.909,31
1354,1125.383,1010.545,31
1355,690.772,85.695,32
1356,1142.308,97.532,32
1357,371.112,106.865,32
1358,1113.121,116.936,32
1359,1342.084,181.953,32
1360,1083.644,176.291,32
1361,1005.194,183.605,32
1362,344.982,213.505,32
1363,779.905,234.73,32
1364,1310.417,277.607,32
1365,481.375,394.193,32
1366,1014.855,394.291,32
1367,1032.039,506.363,32
1368,764.746,528.937,32
1369,770.216,590.168,32
1370,992.681,741.41,32
1371,620.79,756.671,32
1372,774.679,802.55,32
1373,1241.861,900.593,32
1374,37.1,900.384,32
1375,470.286,905.617,32
1376,214.708,957.906,32
1377,1114.12,992.468,32
1378,868.904,1010.694,32
1379,1119.964,1009.578,32
1380,672.957,52.322,33
1381,684.603,85.803,33
1382,1150.348,86.493,33
1383,366.231,96.264,33
1384,1119.17,114,33
1385,1326.72,180.862,33
1386,334.571,219.534,33
1387,1004.932,183.86,33
1388,750.071,209.063,33
1389,1293.486,265.138,33
1390,983.535,378.168,33
1391,478.569,398.58,33
1392,1026.306,494.759,33
1393,755.03,539.175,33
1394,776.456,598.87,33
1395,977.866,735.298,33
1396,619.109,747.9,33
1397,770.636,797.008,33
1398,33.846,898.567,33
1399,469.421,899.072,33
1400,1242.239,907.814,33
1401,212.294,948.155,33
1402,1112.137,995.085,33
1403,867.695,1017.28,33
1404,676.205,47.846,34
1405,346.967,76.262,34
1406,681.221,80.824,34
1407,1159.646,83.87,34
1408,1117.232,110.901,34
1409,317.347,212.002,34
1410,1302.901,168.284,34
1411,995.757,153.417,34
1412,699.862,160.318,34
1413,1098.408,170.863,34
1414,716.777,191.576,34
1415,1005.009,183.71,34
1416,1277.94,263.783,34
1417,956.551,368.028,34
1418,477.469,405.565,34
1419,1024.793,476.885,34
1420,752.506,547.512,34
1421,777.021,608.804,34
1422,963.104,734.401,34
1423,611.394,740.862,34
1424,765.804,793.382,34
1425,471.693,893.056,34
1426,30.499,898.4,34
1427,1200.712,917.838,34
1428,206.404,940.692,34
1429,1109.902,997.034,34
1430,862.014,1024.071,34
1431,343.816,62.99,35
1432,677.44,49.268,35
1433,683.015,76.968,35
1434,1174.851,88.294,35
1435,1115.609,111.956,35
1436,303.738,203.196,35
1437,1270.942,155.517,35
1438,673.073,176.026,35
1439,992.806,152.911,35
1440,1004.121,184.028,35
1441,1261.265,274.01,35
1442,938.853,344.582,35
1443,477.46,409.58,35
1444,1011.613,460.339,35
1445,750.554,560.687,35
1446,777.127,619.71,35
1447,950.09,727.312,35
1448,611.206,735.054,35
1449,753.515,785.199,35
1450,476.58,887.116,35
1451,28.458,898.052,35
1452,1190.232,915.018,35
1453,199.093,933.366,35
1454,1106.664,996.225,35
1455,858.308,1028.219,35
1456,679.086,44.007,36
1457,326.059,65.787,36
1458,682.632,75.09,36
1459,1113.73,112.742,36
1460,1252.06,150.882,36
1461,623.578,167.469,36
1462,993.757,153.018,36
1463,1005.525,183.561,36
1464,289.488,208.881,36
1465,1260.853,282.394,36
1466,914.129,311.236,36
1467,478.386,412.715,36
1468,1000.966,453.921,36
1469,757.327,566.37,36
1470,769.472,631.706,36
1471,927.463,712.059,36
1472,612.55,731.452,36
1473,941.347,735.387,36
1474,734.797,777.269,36
1475,476.02,884.034,36
1476,27.973,898.098,36
1477,1186.387,913.512,36
1478,191.693,930.634,36
1479,1102.025,987.781,36
1480,857.156,1031.787,36
1481,687.041,56.677,37
1482,318.994,61.179,37
1483,1114.514,112.411,37
1484,1230.714,144.012,37
1485,570.706,125.73,37
1486,589.998,156.508,37
1487,994.204,153.028,37
1488,278.278,187.518,37
1489,1004.391,184.14,37
1490,899.737,265.347,37
1491,1255.68,281.631,37
1492,478.863,421.393,37
1493,967.533,450.842,37
1494,756.996,572.659,37
1495,760.481,642.323,37
1496,1309.05,633.614,37
1497,916.665,712.127,37
1498,611.94,726.194,37
1499,931.597,736.816,37
1500,719.503,779.229,37
1501,479.757,880.018,37
1502,33.28,899.899,37
1503,1181.675,916.22,37
1504,187.654,924.948,37
1505,1099.809,987.615,37
1506,844.626,1035.349,37
1507,694.119,51.619,38
1508,312.448,59.345,38
1509,1216.624,127.415,38
1510,1113.054,112.731,38
1511,536.409,110.25,38
1512,563.971,137.556,38
1513,990.819,153.665,38
1514,265.782,167.541,38
1515,1004.228,184.012,38
1516,890.753,227.698,38
1517,1249.797,270.947,38
1518,957.15,430.394,38
1519,478.356,427.308,38
1520,757.199,583.331,38
1521,1309.248,635.492,38
1522,763.571,658.925,38
1523,908.672,711.23,38
1524,614.069,723.909,38
1525,925.846,736.87,38
1526,710.854,778.651,38
1527,480.839,882.028,38
1528,33.118,897.919,38
1529,183.035,919.307,38
1530,1172.308,937.342,38
1531,1096.065,979.463,38
1532,699.436,46.011,39
1533,305.802,59.132,39
1534,1184.606,58.167,39
1535,507.725,95.263,39
1536,1113.256,112.381,39
1537,520.568,133.183,39
1538,260.541,151.84,39
1539,1183.831,166.544,39
1540,992.88,152.964,39
1541,1004.029,184.358,39
1542,878.275,200.156,39
1543,1226.979,253.012,39
1544,1256.788,271.135,39
1545,956.298,423.76,39
1546,475.435,428.278,39
1547,754.799,590.521,39
1548,1310.043,637.043,39
1549,763.36,667.307,39
1550,618.337,714.382,39
1551,916.23,723.504,39
1552,701.752,776.512,39
1553,481.669,883.725,39
1554,38.116,898.872,39
1555,174.947,905.991,39
1556,1167.109,947.673,39
1557,707.635,39.053,40
1558,301.466,51.99,40
1559,1195.225,50.681,40
1560,502.686,120.398,40
1561,1113.451,112.967,40
1562,252.999,144.603,40
1563,991.365,154.831,40
1564,1156.958,172.094,40
1565,860.512,179.467,40
1566,1004.302,184.06,40
1567,963.321,419.103,40
1568,470.678,426.169,40
1569,755.88,598.212,40
1570,1313.409,640.409,40
1571,762.933,678.131,40
1572,620.043,707.718,40
1573,924.243,731.282,40
1574,695.889,776.293,40
1575,478.161,886.067,40
1576,173.709,894.131,40
1577,39.162,897.57,40
1578,1168.814,956.805,40
1579,1137.518,963.851,40
1580,791.698,1034.542,40
1581,714.886,38.045,41
1582,1199.168,48.822,41
1583,298.745,67.469,41
1584,487.068,105.47,41
1585,1116.12,112.811,41
1586,817.054,122.762,41
1587,241.297,139.812,41
1588,844.764,151.525,41
1589,995.517,152.53,41
1590,1145.521,181.975,41
1591,1063.222,169.5,41
1592,1004.281,183.967,41
1593,1265.385,259.902,41
1594,968.466,418.567,41
1595,468.965,426.7,41
1596,756.725,608.272,41
1597,1323.812,645.165,41
1598,760.489,688.602,41
1599,624.613,701.534,41
1600,922.508,736.575,41
1601,691.39,782.007,41
1602,181.758,888.062,41
1603,482.882,893.836,41
1604,47.857,902.667,41
1605,1173.704,970.553,41
1606,723.343,36.621,42
1607,306.552,70.483,42
1608,463.115,82.196,42
1609,1116.744,111.544,42
1610,825.926,132.8,42
1611,229.748,131.284,42
1612,772.977,125.034,42
1613,1135.767,194.604,42
1614,1113.384,173.725,42
1615,1064.059,175.671,42
1616,1005.638,182.407,42
1617,1219.895,283.634,42
1618,963.484,413.301,42
1619,464.915,424.774,42
1620,760.776,614.557,42
1621,1327.363,647.068,42
1622,627.19,694.713,42
1623,760.786,694.839,42
1624,925.811,734.424,42
1625,685.433,785.826,42
1626,184.094,884.589,42
1627,489.935,895.654,42
1628,53.538,902.207,42
1629,1168.224,977.61,42
1630,724.352,33.635,43
1631,458.721,72.402,43
1632,309.688,72.838,43
1633,222.972,113.126,43
1634,281.824,107.756,43
1635,1118.008,118.038,43
1636,818.192,128.657,43
1637,1123.27,200.209,43
1638,1064.716,178.635,43
1639,1006.982,182.725,43
1640,1257.5,263.795,43
1641,949.609,407.282,43
1642,462.649,425.647,43
1643,766.531,617.919,43
1644,1328.277,645.71,43
1645,623.416,687.752,43
1646,764.101,701.332,43
1647,938.807,744.014,43
1648,681.932,782.739,43
1649,182.284,875.276,43
1650,500.978,894.149,43
1651,56.906,899.841,43
1652,1170.833,978.111,43
1653,1084.193,973.616,43
1654,730.641,21.867,44
1655,1210.668,25.278,44
1656,448.807,47.942,44
1657,311.267,73.658,44
1658,174.042,80.861,44
1659,223.464,92.567,44
1660,1119.491,114.183,44
1661,272.889,114.575,44
1662,1090.753,117.059,44
1663,793.729,132.603,44
1664,1119.307,201.855,44
1665,1006.153,183.158,44
1666,1063.506,182.69,44
1667,1252.608,261.506,44
1668,937.391,409.358,44
1669,460.437,428.547,44
1670,770.892,623.627,44
1671,1317.05,638.913,44
1672,1330.716,652.495,44
1673,620.437,680.599,44
1674,761.991,707.702,44
1675,951.082,754.908,44
1676,678.912,780.523,44
1677,181.694,867.775,44
1678,59.945,899.143,44
1679,502.838,897.27,44
1680,1080.565,974.356,44
1681,1179.029,980.627,44
1682,451.047,16.191,45
1683,740.221,15.572,45
1684,1192.314,29.472,45
1685,1167.833,42.403,45
1686,336.323,56.692,45
1687,308.616,71.743,45
1688,217.155,81.537,45
1689,1116.004,112.608,45
1690,763.903,142.143,45
1691,1067.816,110.894,45
1692,1117.092,200.569,45
1693,1061.995,163.679,45
1694,1064.358,179.27,45
1695,1005.624,183.366,45
1696,1249.033,256.977,45
1697,457.486,428.578,45
1698,935.529,424.907,45
1699,774.969,634.983,45
1700,1328.413,657.255,45
1701,610.125,679.646,45
1702,765.904,715.632,45
1703,956.81,763.13,45
1704,675.867,776.956,45
1705,177.845,861.88,45
1706,59.694,895.907,45
1707,501.796,900.243,45
1708,1185.868,982.843,45
1709,420.788,4.026,46
1710,485.963,3.838,46
1711,743.467,13.662,46
1712,1191.067,34.491,46
1713,1164.279,48.043,46
1714,216.816,66.276,46
1715,307.354,73.212,46
1716,1057.49,89.869,46
1717,754.644,138.447,46
1718,1116.103,112.943,46
1719,1075.109,126.96,46
1720,1061.944,169.016,46
1721,1004.894,184.033,46
1722,1137.38,200.479,46
1723,1114.144,212.936,46
1724,1250.966,256.291,46
1725,445.973,427.033,46
1726,932.217,440.853,46
1727,1344.733,636.588,46
1728,779.975,642.461,46
1729,1323.739,650.7,46
1730,604.778,671.553,46
1731,1329.656,667.321,46
1732,765.521,724.015,46
1733,964.398,772.96,46
1734,672.22,772.771,46
1735,174.907,853.542,46
1736,58.142,898.292,46
1737,507.67,903.271,46
1738,1190.154,981.333,46
1739,1083.043,979.962,46
1740,745.1,15.696,47
1741,1194.635,33.589,47
1742,1168.972,47.871,47
1743,211.792,55.66,47
1744,142.927,43.885,47
1745,303.791,71.828,47
1746,1117.634,112.517,47
1747,1082.125,118.961,47
1748,752.905,146.967,47
1749,1059.352,177.634,47
1750,1006.838,182.678,47
1751,1140.548,206.831,47
1752,1254.365,257.825,47
1753,444.965,418.842,47
1754,932.139,454.689,47
1755,782.76,650.131,47
1756,594.438,666.438,47
1757,1334.798,666.606,47
1758,767.76,733.346,47
1759,668.656,766.031,47
1760,967.865,779.51,47
1761,169.329,850.764,47
1762,59.22,892.942,47
1763,514.213,911.666,47
1764,1194.299,982.727,47
1765,1089.648,991.311,47
1766,743.741,15.755,48
1767,209.524,42.389,48
1768,1201.201,46.093,48
1769,300.516,72.616,48
1770,1117.218,113.174,48
1771,754.986,155.846,48
1772,1072.009,177.347,48
1773,1006.449,183.071,48
1774,1139.951,206.818,48
1775,1252.014,254.944,48
1776,440.437,418.654,48
1777,930.895,464.542,48
1778,586.259,662.177,48
1779,782.101,660.69,48
1780,1341.077,673.917,48
1781,769.506,741.837,48
1782,667.623,758.823,48
1783,966.317,782.716,48
1784,170.539,842.629,48
1785,62.223,891.851,48
1786,508.58,919.644,48
1787,1198.881,981.405,48
1788,1091.697,997.016,48
1789,691.348,1033.765,48
1790,743.573,13.617,49
1791,208.661,26.224,49
1792,1130.645,52.026,49
1793,1101.099,69.244,49
1794,298.476,71.302,49
1795,1072.421,66.799,49
1796,1116.219,113.339,49
1797,759.914,162.844,49
1798,1075.889,181.137,49
1799,1006.765,182.843,49
1800,1129.711,207.717,49
1801,1253.912,249.54,49
1802,435.267,420.033,49
1803,921.327,465.415,49
1804,577.497,663.436,49
1805,782.457,667.486,49
1806,1342.14,690.489,49
1807,622.424,690.943,49
1808,657.811,745.056,49
1809,764.939,745.575,49
1810,962.594,778.699,49
1811,162.386,839.099,49
1812,63.803,896.704,49
1813,507.208,922.093,49
1814,1201.394,980.116,49
1815,1088.779,1002.472,49
1816,683.671,1030.073,49
1817,208.859,17.017,50
1818,702.463,3.637,50
1819,739.931,14.039,50
1820,1381.435,4.405,50
1821,1144.361,37.741,50
1822,1112.414,55.707,50
1823,293.152,71.264,50
1824,1121.164,109.957,50
1825,1002.791,154.171,50
1826,744.053,177.053,50
1827,1078.811,177.894,50
1828,1006.321,182.722,50
1829,1140.657,212.005,50
1830,1106.22,217.887,50
1831,1256.534,253.496,50
1832,426.541,421.588,50
1833,919.279,472.477,50
1834,570.501,660.823,50
1835,779.409,674.084,50
1836,1344.722,693.947,50
1837,653.926,737.411,50
1838,6.662,738.207,50
1839,767.18,752.109,50
1840,943.803,782.267,50
1841,151.464,834.323,50
1842,65.98,894.465,50
1843,504.123,922.467,50
1844,1204.836,978.968,50
1845,1098.724,1001.526,50
1846,676.413,1025.154,50
1847,227.037,18.376,51
1848,599.933,5.852,51
1849,744.39,9.234,51
1850,1352.501,15.852,51
1851,1111.279,44.627,51
1852,1146.297,39.135,51
1853,290.547,72.048,51
1854,1116.122,111.919,51
1855,714.819,186.582,51
1856,1005.775,183.487,51
1857,1079.125,179.995,51
1858,1125.139,225.054,51
1859,1256.142,254.134,51
1860,424.63,425.484,51
1861,916.91,476.702,51
1862,566.993,648.73,51
1863,777.621,678.866,51
1864,1348.443,695.699,51
1865,646.339,732.123,51
1866,6.23,735.666,51
1867,755.953,761.961,51
1868,928.74,779.685,51
1869,838.762,785.091,51
1870,149.086,827.639,51
1871,67.481,889.487,51
1872,499.002,927.681,51
1873,1200.468,973.633,51
1874,1103.148,1001.841,51
1875,666.238,1014.555,51
1876,752.455,7.833,52
1877,581.237,20.772,52
1878,631.35,20.799,52
1879,1332.303,25.044,52
1880,1107.574,28.282,52
1881,1139.709,36.313,52
1882,1309.616,36.985,52
1883,609.134,53.093,52
1884,289.139,64.354,52
1885,559.839,55.528,52
1886,1117.142,111.887,52
1887,692.739,193.071,52
1888,1078.545,180.78,52
1889,1004.67,183.812,52
1890,1134.801,238.445,52
1891,1260.568,258.747,52
1892,416.7,425.608,52
1893,934.071,478.102,52
1894,559.16,647.429,52
1895,777.567,680.786,52
1896,1350.585,701.21,52
1897,635.085,727.203,52
1898,8.4,736.09,52
1899,900.997,768.84,52
1900,755.258,767.857,52
1901,143.632,816.624,52
1902,67.283,896.917,52
1903,492.805,930.647,52
1904,1199.908,973.642,52
1905,652.75,1003.652,52
1906,1104.027,1003.003,52
1907,210.291,1032.839,52
1908,734.153,6.964,53
1909,852.062,3.53,53
1910,618.228,35.543,53
1911,1312.112,32.154,53
1912,581.491,43.991,53
1913,1138.196,32.04,53
1914,1116.32,36.662,53
1915,1291.347,43.231,53
1916,288.265,60.181,53
1917,604.85,75.84,53
1918,1118.328,111.779,53
1919,1078.286,178.916,53
1920,1007.012,182.842,53
1921,683.296,201.056,53
1922,1141.807,245.074,53
1923,1263.125,254.894,53
1924,413.226,435.994,53
1925,940.359,480.216,53
1926,556.457,641.587,53
1927,776.986,688.987,53
1928,1354.04,705.54,53
1929,633.352,715.625,53
1930,876.953,734.147,53
1931,10.049,734.62,53
1932,752.594,772.554,53
1933,140.922,808.551,53
1934,66.203,903.416,53
1935,489.227,929.989,53
1936,1200.435,969.71,53
1937,644.647,986.163,53
1938,1111.091,1004.923,53
1939,212.094,1018.661,53
1940,741.437,5.533,54
1941,855.398,5.187,54
1942,1292.097,39.319,54
1943,642.383,39.967,54
1944,1114.588,43.424,54
1945,598.663,54.804,54
1946,283.617,60.972,54
1947,1114.221,110.251,54
1948,1000.081,152.882,54
1949,1075.381,171.359,54
1950,1005.033,183.861,54
1951,671.848,206.251,54
1952,1140.107,253.126,54
1953,1257.402,254.585,54
1954,9.042,375.148,54
1955,411.287,436.683,54
1956,939.898,485.289,54
1957,553.606,638.291,54
1958,850.05,633.111,54
1959,772.868,692.728,54
1960,855.079,705.133,54
1961,627.342,706.378,54
1962,1355.672,709.659,54
1963,9.638,736.142,54
1964,740.343,775.456,54
1965,139.599,802.067,54
1966,63.921,893.8,54
1967,484.825,926.484,54
1968,1200.882,963.041,54
1969,624.321,975.213,54
1970,1116.999,1007.462,54
1971,208.26,1007.231,54
1972,845.372,9.173,55
1973,678.657,27.456,55
1974,1272.907,37.964,55
1975,1153.31,37.324,55
1976,614.863,50.533,55
1977,1123.987,55.496,55
1978,279.75,65.905,55
1979,1112.256,119.75,55
1980,1073.328,166.366,55
1981,1007.389,182.652,55
1982,658.895,209.747,55
1983,1146.911,256.281,55
1984,1255.695,256.15,55
1985,406.722,435.633,55
1986,945.663,490.862,55
1987,549.143,630.107,55
1988,854.182,682.999,55
1989,772.593,698.424,55
1990,622.461,702.7,55
1991,1357.867,715.97,55
1992,11.776,737.863,55
1993,734.741,779.055,55
1994,140.678,794.952,55
1995,65.186,894.14,55
1996,491.102,924.985,55
1997,600.655,961.109,55
1998,1200.304,957.698,55
1999,209.328,996.083,55
2000,1124.77,1012.05,55
2001,702.221,22.803,56
2002,860.722,11.129,56
2003,632.082,28.358,56
2004,1250.101,39.135,56
2005,682.219,34.206,56
2006,1228.349,51.113,56
2007,282.247,71.175,56
2008,1119.657,80.733,56
2009,1110.827,126.826,56
2010,1003.048,154.646,56
2011,1076.416,171,56
2012,1005.28,183.061,56
2013,648.141,207.333,56
2014,1247.374,259.203,56
2015,1148.868,269.386,56
2016,401.059,439.435,56
2017,948.04,498.108,56
2018,546.61,627.127,56
2019,847.652,676.853,56
2020,623.683,695.625,56
2021,758.024,709.61,56
2022,1355.72,725.546,56
2023,19.478,744.128,56
2024,725.221,780.837,56
2025,144.366,784.781,56
2026,63.915,889.768,56
2027,513.419,921.951,56
2028,586.972,951.221,56
2029,1202.224,956.4,56
2030,207.307,986.911,56
2031,1129.194,1012.084,56
2032,340.86,7.465,57
2033,634.797,12.505,57
2034,787.155,7.327,57
2035,867.314,13.18,57
2036,1232.664,36.943,57
2037,707.265,37.642,57
2038,1210.06,46.345,57
2039,282.116,81.196,57
2040,1124.106,91.113,57
2041,1108.013,127.56,57
2042,1081.003,169.91,57
2043,1005.295,183.25,57
2044,642.489,205.788,57
2045,1239.502,258.041,57
2046,1138.896,281.398,57
2047,4.013,330.264,57
2048,390.87,442.929,57
2049,951.523,498.28,57
2050,527.236,632.188,57
2051,842.425,666.64,57
2052,616.878,683.233,57
2053,1360.971,726.954,57
2054,744.793,717.389,57
2055,14.151,748.685,57
2056,141.966,775.049,57
2057,716.959,781.694,57
2058,56.477,881.595,57
2059,526.217,918.704,57
2060,572.286,947.93,57
2061,1197.93,942.795,57
2062,206.407,978.012,57
2063,1133.431,1010.758,57
2064,352.294,12.392,58
2065,641.622,6.003,58
2066,788.043,8.716,58
2067,875.419,16.064,58
2068,1200.904,42.634,58
2069,1179.562,53.733,58
2070,688.609,75.483,58
2071,280.257,80.61,58
2072,1144.975,83.465,58
2073,1116.168,105.806,58
2074,999.844,153.804,58
2075,1086.175,171.283,58
2076,1005.428,183.319,58
2077,639.994,203.652,58
2078,1241.43,258.009,58
2079,1134.715,280.66,58
2080,7.285,336.178,58
2081,386.201,445.48,58
2082,957.482,492.844,58
2083,508.578,643.055,58
2084,838.341,661.031,58
2085,588.07,655.09,58
2086,615.717,677.218,58
2087,1369.506,731.992,58
2088,730.924,726.051,58
2089,13.845,751.365,58
2090,139.646,765.209,58
2091,711.64,784.888,58
2092,55.17,878.117,58
2093,535.31,914.424,58
2094,568.528,945.1,58
2095,1203.643,933.178,58
2096,211.377,969.981,58
2097,1147.835,1009.298,58
2098,1126.029,1017.949,58
2099,366.91,15.064,59
2100,614.16,10.206,59
2101,880.745,18.852,59
2102,1167.208,20.02,59
2103,1144.171,31.536,59
2104,273.914,84.543,59
2105,1138.469,97.084,59
2106,682.025,112.245,59
2107,1112.934,119.992,59
2108,1087.671,174.475,59
2109,1005.965,183.347,59
2110,637.434,205.77,59
2111,1243.037,257.121,59
2112,1136.553,280.672,59
2113,12.303,344.992,59
2114,377.251,450.153,59
2115,960.055,492.221,59
2116,493.803,644.773,59
2117,831.754,656.592,59
2118,616.346,671.152,59
2119,714.414,720.772,59
2120,1373.508,743.175,59
2121,133.031,758.579,59
2122,9.964,763.421,59
2123,706.679,786.951,59
2124,52.996,878.775,59
2125,537.746,899.505,59
2126,562.926,950.958,59
2127,1204.141,924.627,59
2128,220.565,960.798,59
2129,1166.26,1011.311,59
2130,1142.67,1016.402,59
2131,376.315,17.103,60
2132,598.987,14.776,60
2133,890.249,21.585,60
2134,1115.692,6.161,60
2135,1138.612,5.6,60
2136,287.103,85.248,60
2137,1140.029,90.848,60
2138,1113.249,122.936,60
2139,684.214,144.935,60
2140,1088.287,176.687,60
2141,1005.577,183.524,60
2142,640.59,210.497,60
2143,1246.331,255.378,60
2144,1379.179,298.848,60
2145,1139.321,283.799,60
2146,12.698,346.143,60
2147,372.791,449.933,60
2148,970.183,502.904,60
2149,825.461,651.319,60
2150,487.653,649.989,60
2151,614.598,666.834,60
2152,705.454,720.389,60
2153,128.45,751.167,60
2154,1375.601,747.77,60
2155,706.843,792.896,60
2156,48.873,877.264,60
2157,544.104,887.58,60
2158,601.954,900.258,60
2159,1203.781,915.343,60
2160,551.142,956.89,60
2161,232.467,951.995,60
2162,1153.474,1012.046,60
