ID,Area,XM,YM,Slice
1666,1170,490.483,84.382,65
1667,1268,314.775,94.842,65
1668,954,1361.231,137.434,65
1669,1931,759.825,163.651,65
1670,1335,673.692,161.179,65
1671,2416,386.587,244.296,65
1672,308,824.640,282.614,65
1673,308,833.360,299.971,65
1674,1625,727.996,331.109,65
1675,1799,377.875,346.130,65
1676,2461,563.405,341.511,65
1677,900,990.037,422.073,65
1678,2036,52.305,450.513,65
1679,1153,647.546,675.965,65
1680,1286,1252.149,693.114,65
1681,417,904.704,699.107,65
1682,1644,268.544,725.218,65
1683,1531,429.868,729.083,65
1684,892,880.141,731.313,65
1685,1302,557.664,848.084,65
1686,2030,360.918,884.627,65
1687,402,1079.731,867.271,65
1688,839,1375.833,883.240,65
1689,1122,1311.250,890.917,65
1690,1204,792.756,940.820,65
1691,4101,1358.927,991.602,65
1692,1590,742.403,988.092,65
1693,1560,1152.349,994.328,65
1694,1178,961.830,1026.900,65
1695,2470,89.942,37.440,66
1696,382,1189.903,57.377,66
1697,1598,894.455,93.436,66
1698,1112,494.281,81.004,66
1699,1552,319.690,88.562,66
1700,959,1358.193,143.751,66
1701,1651,769.909,162.322,66
1702,1090,642.765,167.054,66
1703,1867,383.235,248.058,66
1704,430,822.940,291.395,66
1705,329,834.451,299.725,66
1706,1731,379.925,342.933,66
1707,2521,533.192,347.584,66
1708,1390,735.835,343.701,66
1709,856,996.282,426.791,66
1710,1851,59.195,472.848,66
1711,1068,660.234,675.652,66
1712,1102,1256.620,687.095,66
1713,1602,273.663,724.878,66
1714,892,876.504,725.941,66
1715,2107,417.834,727.208,66
1716,1313,556.903,848.960,66
1717,1786,360.265,880.646,66
1718,1059,1371.975,866.852,66
1719,471,1080.867,868.294,66
1720,1138,1309.928,891.358,66
1721,1476,789.175,944.145,66
1722,4102,1361.012,996.824,66
1723,1763,1138.793,990.586,66
1724,1556,733.542,990.517,66
1725,991,962.899,1025.825,66
1726,2556,87.112,35.605,67
1727,1323,893.607,95.072,67
1728,1136,495.789,75.499,67
1729,1609,321.470,86.934,67
1730,983,1353.006,145.608,67
1731,1359,622.047,176.430,67
1732,1326,779.643,170.465,67
1733,1700,379.528,253.414,67
1734,451,829.850,284.425,67
1735,338,830.846,303.320,67
1736,2151,384.253,337.611,67
1737,2037,735.597,347.866,67
1738,2526,526.481,357.918,67
1739,890,1001.012,428.736,67
1740,2038,57.964,491.226,67
1741,1216,665.419,677.509,67
1742,598,1245.490,680.508,67
1743,353,1268.109,692.432,67
1744,1631,274.355,725.438,67
1745,996,873.841,721.421,67
1746,2348,411.407,728.131,67
1747,1440,553.533,850.165,67
1748,1017,1371.473,856.013,67
1749,1779,357.139,879.693,67
1750,451,1076.646,869.190,67
1751,1103,1311.891,886.534,67
1752,1352,791.203,947.400,67
1753,3467,1364.955,996.211,67
1754,1476,1124.860,987.396,67
1755,1420,721.768,989.781,67
1756,1010,960.693,1025.723,67
1757,2798,89.041,44.024,68
1758,1093,496.291,73.189,68
1759,1361,323.635,87.442,68
1760,832,896.498,101.875,68
1761,869,1351.803,148.915,68
1762,1208,592.915,171.346,68
1763,1052,767.580,174.161,68
1764,1689,381.096,257.865,68
1765,322,833.376,299.379,68
1766,2326,378.350,339.696,68
1767,2332,737.491,351.124,68
1768,2153,518.181,371.908,68
1769,1034,1008.282,430.984,68
1770,1562,66.356,501.905,68
1771,1319,676.074,674.690,68
1772,2271,1253.530,677.811,68
1773,729,9.099,675.235,68
1774,1720,279.306,726.620,68
1775,944,872.945,719.329,68
1776,2441,408.217,732.579,68
1777,1420,552.489,848.510,68
1778,1017,1370.523,854.467,68
1779,1838,355.365,878.399,68
1780,445,1079.491,868.304,68
1781,1115,1318.298,895.131,68
1782,1397,789.818,947.738,68
1783,3439,1366.524,999.228,68
1784,1332,1117.549,985.809,68
1785,1677,718.527,990.516,68
1786,1298,959.110,1020.664,68
1787,2701,89.138,35.931,69
1788,1840,330.132,84.355,69
1789,1073,495.812,75.294,69
1790,1260,894.656,98.825,69
1791,1498,576.034,159.874,69
1792,1083,1354.938,153.608,69
1793,1394,756.871,187.887,69
1794,1963,381.567,265.721,69
1795,831,827.416,295.647,69
1796,2122,375.264,339.077,69
1797,1542,753.650,353.141,69
1798,2602,510.483,378.029,69
1799,1450,1014.359,440.588,69
1800,1744,66.901,518.499,69
1801,1110,14.414,661.119,69
1802,1353,685.827,674.166,69
1803,1732,1254.893,676.590,69
1804,1431,281.587,726.134,69
1805,926,872.049,721.698,69
1806,2298,401.851,739.616,69
1807,1403,554.511,849.268,69
1808,906,1368.497,856.241,69
1809,1739,354.759,875.482,69
1810,489,1080.815,868.118,69
1811,1236,1312.443,895.565,69
1812,3477,748.672,967.722,69
1813,2842,1368.788,1002.203,69
1814,1704,1112.577,971.310,69
1815,1616,959.264,1019.442,69
1816,720,1098.815,8.376,70
1817,2844,71.086,43.444,70
1818,2000,335.936,83.204,70
1819,1107,490.727,79.836,70
1820,1357,894.490,105.766,70
1821,1390,565.736,144.600,70
1822,1089,1355.657,161.774,70
1823,1449,756.401,198.145,70
1824,1589,394.658,268.340,70
1825,887,827.387,296.597,70
1826,2240,368.741,341.164,70
1827,1718,779.041,355.828,70
1828,2448,508.616,377.825,70
1829,1930,1015.515,441.472,70
1830,2033,62.022,533.191,70
1831,1269,26.403,640.533,70
1832,1758,1259.493,670.369,70
1833,1262,692.320,677.669,70
1834,1478,282.571,725.551,70
1835,926,873.375,723.300,70
1836,2261,397.456,746.893,70
1837,1861,349.566,870.091,70
1838,1643,563.472,853.398,70
1839,1427,1352.793,860.519,70
1840,521,1081.481,868.702,70
1841,928,1306.302,904.666,70
1842,3654,742.023,966.851,70
1843,1898,1113.388,958.390,70
1844,2706,1370.740,996.704,70
1845,1180,957.597,1025.084,70
1846,1286,1089.880,20.019,71
1847,2375,60.065,42.448,71
1848,1889,342.868,79.662,71
1849,1202,486.820,85.559,71
1850,1427,886.366,107.538,71
1851,1572,552.707,144.855,71
1852,1137,1354.723,163.326,71
1853,1311,778.898,198.901,71
1854,1630,399.228,272.450,71
1855,391,824.091,285.267,71
1856,354,834.099,301.672,71
1857,1932,363.600,341.155,71
1858,1866,789.436,347.848,71
1859,2563,497.889,378.441,71
1860,344,31.846,373.235,71
1861,1650,1011.967,439.025,71
1862,2179,62.317,538.331,71
1863,1293,37.493,625.577,71
1864,2056,1267.320,667.023,71
1865,1345,698.802,678.906,71
1866,341,489.438,693.606,71
1867,1570,281.137,722.319,71
1868,1306,870.002,725.650,71
1869,2264,392.749,753.909,71
1870,1701,570.564,856.312,71
1871,380,1071.018,846.392,71
1872,1292,1350.557,864.861,71
